"","Year","State_code","State","Population","Mechanism","pol_ubc","pol_vmisd","pol_mayissue","Age.Adjusted.Rate","logy","ur","law.officers","law.officers.pc","vcrime","vcrime.pc","alcc.pc","incarc","incarc.pc"
"159",2004,"CO","Colorado",4575013,"Firearm",0,0,0,11.96,2.48156774852249,5.56666666666667,15446,337.616526991289,16920,369.835014676461,2.684,16836,367.998954319911
"160",2004,"CT","Connecticut",3496094,"Firearm",1,1,1,5,1.6094379124341,5.09166666666667,9701,277.481097476212,10013,286.40534264811,2.2467,17993,514.660074929335
"161",2004,"DC","District of Columbia",567754,"Firearm",NA,NA,NA,22.64,3.11971825333498,8.08333333333333,4851,854.419343588949,5077,894.225315893855,3.8028,NA,NA
"162",2004,"DE","Delaware",830803,"Firearm",0,1,1,8.78,2.17247640764703,4.3,3195,384.567701368435,5077,611.095530468715,3.2748,6753,812.828071155256
"163",2004,"FL","Florida",17415318,"Firearm",0,0,0,10.46,2.34755845863678,3.75,72106,414.037802812444,122808,705.172308653795,2.6794,83165,477.53937079989
"164",2004,"GA","Georgia",8769252,"Firearm",0,0,0,12.16,2.49815187653802,5.08333333333333,29302,334.144805052928,39604,451.623467999323,2.1072,51104,582.763501379593
"165",2004,"HI","Hawaii",1273569,"Firearm",0,1,1,3.1,1.1314021114911,3.29166666666667,3427,269.086323552159,3180,249.692007264624,2.499,3889,305.362332154756
"166",2004,"IA","Iowa",2953635,"Firearm",0,0,1,6.45,1.86408013080768,4.525,7449,252.197715696083,8455,286.257442101004,2.1178,8525,288.627403182858
"167",2004,"ID","Idaho",1391802,"Firearm",0,0,0,13.04,2.56802155649851,4.86666666666667,3620,260.09446746017,3421,245.796456679901,2.0834,4495,322.962605313112
"168",2004,"IL","Illinois",12589773,"Firearm",0,1,1,7.8,2.05412373369555,6.175,50174,398.529822579009,68585,544.767566500206,2.225,44054,349.918938173071
"169",2004,"IN","Indiana",6233007,"Firearm",0,0,0,10.22,2.32434658477556,5.4,17109,274.490306203731,19978,320.519453932909,2.0095,21343,342.41899616028
"170",2004,"KS","Kansas",2734373,"Firearm",0,0,1,10.73,2.37304355664261,5.50833333333333,9966,364.471123727451,10208,373.321415915093,1.8608,8991,328.813954789635
"171",2004,"KY","Kentucky",4146101,"Firearm",0,0,0,13.05,2.5687881337687,5.5,10164,245.145981730788,9916,239.16445836703,1.8117,11576,279.202074430893
"172",2004,"LA","Louisiana",4552238,"Firearm",0,0,0,19.52,2.97143958098495,5.7,21439,470.955165349439,28270,621.013224703981,2.362,19470,427.7017150685
"173",2004,"MA","Massachusetts",6412281,"Firearm",0,1,1,3.17,1.15373158788919,5.10833333333333,19466,303.573720490415,29318,457.216394602794,2.5226,9825,153.2216071005
"174",2004,"MD","Maryland",5546935,"Firearm",1,1,1,11.93,2.47905623610982,4.61666666666667,19483,351.239017583584,38440,692.995320839346,2.151,23162,417.56393395632
"175",2004,"ME","Maine",1313688,"Firearm",0,1,0,7.9,2.06686275947298,4.65833333333333,2892,220.143595739628,1346,102.459640340781,2.4382,1981,150.796840650139
"176",2004,"MI","Michigan",10055315,"Firearm",0,0,0,10.52,2.35327820730956,6.95,27656,275.038623852162,49094,488.239304288329,2.152,48351,480.850177244572
"177",2004,"MN","Minnesota",5087713,"Firearm",0,1,0,7.04,1.95160817016995,4.58333333333333,12572,247.10513348532,13638,268.057573216099,2.4972,7983,156.907435619894
"178",2004,"MO","Missouri",5747741,"Firearm",0,0,0,11.44,2.43711598595165,5.875,19073,331.834715586523,27872,484.920945463618,2.3186,30682,533.809717591659
"179",2004,"MS","Mississippi",2889010,"Firearm",0,0,0,16.41,2.797890905102,6.15833333333333,8869,306.990976147538,8341,288.714819263346,2.1409,11615,402.040837518735
"180",2004,"MT","Montana",930009,"Firearm",0,0,0,13.05,2.5687881337687,4.50833333333333,2761,296.878847409004,2693,289.567090210955,2.6579,1808,194.406720795175
"181",2004,"NC","North Carolina",8553152,"Firearm",0,0,0,12.22,2.50307395374345,5.85833333333333,29571,345.73219323122,37712,440.913478446308,1.9869,35544,415.566097738003
"182",2004,"ND","North Dakota",644705,"Firearm",0,1,0,7.5,2.01490302054226,3.38333333333333,1614,250.34705795674,550,85.3103357349485,2.494,1095,169.845122963216
"183",2004,"NE","Nebraska",1749370,"Firearm",0,0,1,6.71,1.90359895098359,3.90833333333333,NA,NA,5353,305.995872799922,2.2781,4137,236.485134648473
"184",2004,"NH","New Hampshire",1290121,"Firearm",0,0,0,5.02,1.61342993370364,3.8,2644,204.942017066616,2185,169.363958884477,4.1389,2443,189.362083091431
"185",2004,"NJ","New Jersey",8634561,"Firearm",0,1,1,5.38,1.68268837417369,4.925,40195,465.512954277583,30551,353.822273072134,2.2999,22925,265.502785839373
"186",2004,"NM","New Mexico",1903808,"Firearm",0,0,0,15.15,2.71800053195538,5.55833333333333,5373,282.223837697919,12912,678.219652401923,2.3598,3717,195.240276330386
"187",2004,"NV","Nevada",2346222,"Firearm",0,0,0,16.74,2.81780106506133,4.45833333333333,8045,342.891678622057,14207,605.526672241587,3.6088,11033,470.245356151293
"188",2004,"NY","New York",19171567,"Firearm",0,1,1,4.88,1.58514521986506,5.79166666666667,86568,451.543684457301,84025,438.279249682616,1.96,64024,333.952879282116
"189",2004,"OH","Ohio",11452251,"Firearm",0,0,0,8.97,2.1938856760707,6.25,28024,244.702984592287,38281,334.266163045152,1.9726,42221,368.669879834104
"190",2004,"OK","Oklahoma",3525233,"Firearm",0,0,0,12.86,2.55412171880947,4.70833333333333,10446,296.320838934618,17449,494.974374743457,1.7017,16716,474.181422901692
"191",2004,"OR","Oregon",3569463,"Firearm",0,1,0,10.36,2.33795223683134,7.34166666666667,6924,193.978758149335,10634,297.915961028312,2.4355,12652,354.451075694019
"192",2004,"PA","Pennsylvania",12410722,"Firearm",1,1,0,10.2,2.32238772029023,5.35833333333333,27001,217.561879155782,50348,405.681474454105,2.0622,40140,323.430014788825
"193",2004,"RI","Rhode Island",1074579,"Firearm",1,0,1,3.61,1.28370777234479,5.25,3094,287.926713624592,2647,246.329027460987,2.42,3169,294.906191168821
"194",2004,"SC","South Carolina",4210921,"Firearm",0,0,0,13.5,2.60268968544438,7.44166666666667,14592,346.52751737684,32874,780.684320603497,2.3848,22644,537.744593166198
"195",2004,"SD","South Dakota",770396,"Firearm",0,1,0,9.97,2.29958058397375,3.60833333333333,2234,289.980737179321,1302,169.00399275178,2.4524,3047,395.510880118796
"196",2004,"TN","Tennessee",5910809,"Firearm",0,0,0,14.54,2.67690347210537,5.35,24189,409.233321530099,40756,689.516443518984,1.9294,14226,240.677714336565
"197",2004,"TX","Texas",22394023,"Firearm",0,0,0,10.67,2.36743606531366,6.01666666666667,79415,354.625874948865,120190,536.705709376113,2.2079,140014,625.229330165464
"198",2004,"UT","Utah",2401580,"Firearm",0,0,0,10.13,2.31550131826059,5.00833333333333,7062,294.056412861533,5601,233.221462537163,1.299,4720,196.537279624247
"199",2004,"VA","Virginia",7475575,"Firearm",0,0,0,10.81,2.38047163165112,4.08333333333333,22105,295.69631767456,20218,270.454112225481,2.039,29504,394.671981753912
"200",2004,"VT","Vermont",619920,"Firearm",0,0,0,9.41,2.24177295359729,3.675,1409,227.287391921538,697,112.433862433862,2.5617,1529,246.644728352045
"201",2004,"WA","Washington",6178645,"Firearm",0,0,0,9.17,2.21593728626837,6.3,14008,226.716375515991,21140,342.146214906343,2.3016,16503,267.097397568561
"202",2004,"WI","Wisconsin",5514026,"Firearm",0,0,1,7.37,1.99741770620125,4.975,17977,326.023127203245,11394,206.63667527139,2.8499,22073,400.306418576916
"203",2004,"WV","West Virginia",1816438,"Firearm",0,1,0,13.6,2.61006979274201,5.76666666666667,4086,224.945745464475,5042,277.576223355821,1.7458,3990,219.660676554884
"204",2004,"WY","Wyoming",509106,"Firearm",0,0,0,11.15,2.41143949790613,3.84166666666667,1966,386.167124331672,1152,226.279006729443,2.5766,1209,237.475103416577
"205",2005,"AK","Alaska",666835,"Firearm",0,0,0,17.46,2.85991255041146,6.93333333333333,1838,275.630403323161,4162,624.142404042979,2.6376,3433,514.820007947993
"206",2005,"AL","Alabama",4569805,"Firearm",0,0,1,15.99,2.77196352684586,4.45833333333333,12786,279.793120275373,19304,422.425026888456,1.9131,23995,525.077109417141
"207",2005,"AR","Arkansas",2781097,"Firearm",0,0,0,15.62,2.74855214441154,5.25833333333333,8167,293.661098480204,14481,520.693812549508,1.6723,12455,447.844861218433
"208",2005,"AZ","Arizona",5839077,"Firearm",0,0,0,16,2.77258872223978,4.66666666666667,20560,352.110444852842,30033,514.344989798901,2.51,28545,488.861510132509
"209",2005,"CA","California",35827943,"Firearm",1,1,1,9.52,2.25339484880327,5.38333333333333,111062,309.987095826294,187675,523.822983641567,2.256,168035,469.005435226912
"210",2005,"CO","Colorado",4631888,"Firearm",0,0,0,11.53,2.44495233428097,5.075,15638,337.61610816151,18325,395.627009979516,2.7197,17024,367.539111481107
"211",2005,"CT","Connecticut",3506956,"Firearm",1,1,1,5.34,1.6752256529721,4.8,9628,274.540085475837,9437,269.093766788063,2.2324,17928,511.212572955007
"212",2005,"DC","District of Columbia",567136,"Firearm",NA,NA,NA,23.47,3.15572300986293,6.99166666666667,4780,842.831349094397,5295,933.638492354567,3.8962,NA,NA
"213",2005,"DE","Delaware",845150,"Firearm",0,1,1,8.79,2.17361471169709,4.50833333333333,3172,375.317990889191,5295,626.516003076377,3.2471,6788,803.171034727563
"214",2005,"FL","Florida",17842038,"Firearm",0,0,0,9.95,2.2975725511705,2.875,71146,398.754895601052,125074,701.007362499732,2.6974,86559,485.140766990856
"215",2005,"GA","Georgia",8925922,"Firearm",0,0,0,12.05,2.48906465993666,5.68333333333333,28811,322.778980143452,40161,449.936712420297,2.0749,48749,546.150862622371
"216",2005,"HI","Hawaii",1292729,"Firearm",0,1,1,2.14,0.76080582903376,2.825,3568,276.005257095648,3229,249.781663442222,2.467,3837,296.813949404709
"217",2005,"IA","Iowa",2964454,"Firearm",0,0,1,6.71,1.90359895098359,4.29166666666667,7557,254.920467647668,8657,292.026794816179,2.1621,8737,294.72543679207
"218",2005,"ID","Idaho",1428241,"Firearm",0,0,0,13.94,2.63476240533238,3.99166666666667,3679,257.589580469963,3635,254.508867901146,2.0742,4653,325.785354152415
"219",2005,"IL","Illinois",12609903,"Firearm",0,1,1,8.01,2.08069076108027,5.71666666666667,51390,407.536838308748,69726,552.946362870515,2.2882,44919,356.220028020834
"220",2005,"IN","Indiana",6278616,"Firearm",0,0,0,11.11,2.40784560365154,5.39166666666667,16460,262.159686147393,19946,317.681476299872,2.0122,22645,360.668656914199
"221",2005,"KS","Kansas",2745299,"Firearm",0,0,1,9.25,2.22462355152433,5.06666666666667,10412,379.266520695924,10600,386.114590796849,1.8872,9090,331.111474560694
"222",2005,"KY","Kentucky",4182742,"Firearm",0,0,0,12.94,2.56032328907275,5.875,10219,244.313419283331,10944,261.646546691142,1.7956,12680,303.15042142212
"223",2005,"LA","Louisiana",4576628,"Firearm",0,0,0,18.35,2.90962957450058,7.05833333333333,16901,369.289354520402,26439,577.696067934733,2.4126,19371,423.259220544034
"224",2005,"MA","Massachusetts",6403290,"Firearm",0,1,1,3.42,1.22964055107451,4.8,19579,305.764692837588,29466,460.16969401667,2.513,10348,161.604425225158
"225",2005,"MD","Maryland",5592379,"Firearm",1,1,1,11.86,2.47317139356958,4.475,19745,353.069775850313,38817,694.10531725407,2.1582,22553,403.28096504189
"226",2005,"ME","Maine",1318787,"Firearm",0,1,0,7.71,2.04251818757524,4.89166666666667,2886,218.837462001066,1464,111.011103385156,2.5219,1950,147.86315000072
"227",2005,"MI","Michigan",10051137,"Firearm",0,0,0,10.78,2.37769256548085,6.79166666666667,26634,264.984946479189,55307,550.256155099667,2.1641,49493,492.411952995965
"228",2005,"MN","Minnesota",5119598,"Firearm",0,1,0,6.94,1.93730177451871,4.1,12795,249.921966529403,15128,295.491950735194,2.4799,7958,155.441892117311
"229",2005,"MO","Missouri",5790300,"Firearm",0,0,0,12.9,2.55722731136763,5.4,18588,321.019636288275,30075,519.403139733693,2.3013,30415,525.275028927689
"230",2005,"MS","Mississippi",2905943,"Firearm",0,0,0,15.98,2.77133794033813,7.6,8502,292.572841242929,7917,272.44168244181,2.1784,11310,389.2024034883
"231",2005,"MT","Montana",940102,"Firearm",0,0,0,16.85,2.82435065679837,4.06666666666667,2796,297.414535869512,2616,278.26767733714,2.7821,1927,204.977757732672
"232",2005,"NC","North Carolina",8705407,"Firearm",0,0,0,12.74,2.54474665014402,5.6,29927,343.774851652542,40065,460.231210327099,1.9644,36646,420.956768592209
"233",2005,"ND","North Dakota",646089,"Firearm",0,1,0,8.9,2.18605127673809,3.30833333333333,1591,246.250903513293,694,107.415541821638,2.5982,1271,196.722123422624
"234",2005,"NE","Nebraska",1761497,"Firearm",0,0,1,7.67,2.03731661537916,3.75833333333333,NA,NA,5008,284.303634919617,2.2905,4405,250.071388143153
"235",2005,"NH","New Hampshire",1298492,"Firearm",0,0,0,6.62,1.89009536994892,3.625,3098,238.584450270006,1742,134.155620519803,4.2046,2423,186.601072628865
"236",2005,"NJ","New Jersey",8651974,"Firearm",0,1,1,5.15,1.63899671467564,4.44166666666667,40810,471.684265348,30502,352.543824103031,2.3025,23019,266.054891057232
"237",2005,"NM","New Mexico",1932274,"Firearm",0,0,0,13.9,2.63188884013665,5.18333333333333,5537,286.55356331452,12304,636.762695145719,2.4197,3728,192.933300349743
"238",2005,"NV","Nevada",2432143,"Firearm",0,0,0,16.09,2.77819796100429,4.125,8538,351.048437530195,14448,594.044017970983,3.519,11662,479.494832335105
"239",2005,"NY","New York",19132610,"Firearm",0,1,1,5.21,1.65057985576528,4.95833333333333,85179,445.203242004097,84965,444.084732820039,1.9866,63032,329.447994810954
"240",2005,"OH","Ohio",11463320,"Firearm",0,0,0,9.63,2.26488322581003,5.93333333333333,31138,271.631604107711,39572,345.205402972263,1.9952,43114,376.103955922019
"241",2005,"OK","Oklahoma",3548597,"Firearm",0,0,0,13.16,2.57718192589717,4.325,10957,308.769916674111,17857,503.212959938815,1.8042,16999,479.034390211117
"242",2005,"OR","Oregon",3613202,"Firearm",0,1,0,10.68,2.36837283353205,6.19166666666667,7348,203.365325271048,10364,286.836993890737,2.3986,12887,356.664255139901
"243",2005,"PA","Pennsylvania",12449990,"Firearm",1,1,0,10.76,2.37583555473364,4.98333333333333,27474,220.674876044077,52005,417.711178884481,2.1067,41438,332.8356087033
"244",2005,"RI","Rhode Island",1067916,"Firearm",1,0,1,3.6,1.28093384546206,5.10833333333333,3206,300.210878009132,2676,250.581506410617,2.2927,3414,319.688065353455
"245",2005,"SC","South Carolina",4270150,"Firearm",0,0,0,13.75,2.62103882411258,7.29166666666667,15164,355.116330808051,32276,755.851667974193,2.4221,22442,525.555308361533
"246",2005,"SD","South Dakota",775493,"Firearm",0,1,0,10.2,2.32238772029023,3.55,2267,292.330169324546,1369,176.532863610632,2.5242,3336,430.177964211153
"247",2005,"TN","Tennessee",5991057,"Firearm",0,0,0,16.03,2.77446196662146,5.525,24188,403.73510050063,44673,745.661408329115,1.923,14108,235.484322716342
"248",2005,"TX","Texas",22778123,"Firearm",0,0,0,11.09,2.40604380136228,5.45833333333333,80720,354.375116861034,119684,525.433987690733,2.2032,139564,612.710713696647
"249",2005,"UT","Utah",2457719,"Firearm",0,0,0,9.91,2.2935443483419,4.04166666666667,7283,296.331679903195,5556,226.063272489654,1.2713,5058,205.80058175894
"250",2005,"VA","Virginia",7577105,"Firearm",0,0,0,11.48,2.44060639089142,3.825,22316,294.518816883229,20976,276.833962311463,2.0496,29153,384.751168157232
"251",2005,"VT","Vermont",621215,"Firearm",0,0,0,6.79,1.9154509415706,3.45,1562,251.442737216584,774,124.594544561867,2.6851,1621,260.94025417931
"252",2005,"WA","Washington",6257305,"Firearm",0,0,0,8.8,2.17475172148416,5.59166666666667,14144,226.039804676294,21540,344.237655028802,2.3444,16781,268.18254823762
"253",2005,"WI","Wisconsin",5546166,"Firearm",0,0,1,8.48,2.13771044980381,4.74166666666667,18001,324.566556428351,13161,237.299063893868,2.9522,21921,395.246013191816
"254",2005,"WV","West Virginia",1820492,"Firearm",0,1,0,13.72,2.61885462229774,5.425,4096,224.994122467992,4886,268.388984955715,1.7288,4036,221.698310127152
"255",2005,"WY","Wyoming",514157,"Firearm",0,0,0,13.39,2.59450815970308,3.54166666666667,1792,348.531674177343,1158,225.223034987368,2.4079,1250,243.116402188437
"256",2006,"AK","Alaska",675150,"Firearm",0,0,0,16.92,2.82849635417808,6.63333333333333,1937,286.8992075835,4574,677.479078723247,2.7499,3371,499.296452640154
"257",2006,"AL","Alabama",4628981,"Firearm",0,0,1,16.7,2.81540871942271,4,15707,339.318739912737,19171,414.151624299171,1.9548,24094,520.503324597789
"258",2006,"AR","Arkansas",2821761,"Firearm",0,0,0,15.12,2.71601837075139,5.25,8266,292.937637170547,15333,543.384078240503,1.7512,12854,455.531138179314
"259",2006,"AZ","Arizona",6029141,"Firearm",0,0,0,16.22,2.78624504868727,4.30833333333333,21434,355.506696559261,32923,546.064522292645,2.5103,30539,506.52323440437
"260",2006,"CA","California",36021202,"Firearm",1,1,1,9.15,2.21375387928743,4.91666666666667,115912,321.788262368369,191997,533.011086082025,2.286,172298,478.323849381817
"261",2006,"CO","Colorado",4720423,"Firearm",0,0,0,10.33,2.33505228313155,4.275,16471,348.930593720097,18623,394.519728422643,2.72,17196,364.289386777414
"262",2006,"CT","Connecticut",3517460,"Firearm",1,1,1,4.99,1.60743590976343,4.425,9703,275.852461719536,10368,294.758149346403,2.2978,18902,537.376402290289
"263",2006,"DC","District of Columbia",570681,"Firearm",NA,NA,NA,19.99,2.99523214851231,6.325,4857,851.088436446982,5941,1041.03693657227,3.9424,NA,NA
"264",2006,"DE","Delaware",859268,"Firearm",0,1,1,9.2,2.21920348405499,3.90833333333333,3074,357.746360855984,5941,691.402449526807,3.2626,7021,817.090826145044
"265",2006,"FL","Florida",18166990,"Firearm",0,0,0,11.05,2.40243042796376,2.46666666666667,74051,407.612928724021,128473,707.17823921299,2.7016,84027,462.525712845111
"266",2006,"GA","Georgia",9155813,"Firearm",0,0,0,12.54,2.52892353520477,5.075,30854,336.988097070135,44149,482.196392608718,2.1012,52792,576.595437237523
"267",2006,"HI","Hawaii",1309731,"Firearm",0,1,1,2.39,0.871293365943419,2.55,3654,278.98858620587,3587,273.873031943201,2.5161,3595,274.483844392475
"268",2006,"IA","Iowa",2982644,"Firearm",0,0,1,6.34,1.84687876844913,3.7,7615,255.310389037378,8466,283.842121285678,2.2022,8838,296.314276863079
"269",2006,"ID","Idaho",1468669,"Firearm",0,0,0,12.69,2.5408142817263,3.425,3896,265.274204058232,3631,247.230655784251,2.1284,4740,322.741203089328
"270",2006,"IL","Illinois",12643955,"Firearm",0,1,1,8.08,2.089391872533,4.6,52055,411.698712942272,68718,543.485009239593,2.3493,45106,356.739643568804
"271",2006,"IN","Indiana",6332669,"Firearm",0,0,0,11.63,2.45358796653057,5,15934,251.615866864351,19942,314.906716267659,1.9973,23611,372.844372570239
"272",2006,"KS","Kansas",2762931,"Firearm",0,0,1,10.84,2.3832429960115,4.425,10451,378.257727029738,11835,428.349459324174,1.9374,8833,319.69672785893
"273",2006,"KY","Kentucky",4219239,"Firearm",0,0,0,12.47,2.52332575969195,5.725,10194,241.607550555918,11188,265.166301316422,1.8249,13082,310.055912926478
"274",2006,"LA","Louisiana",4302665,"Firearm",0,0,0,19.02,2.94549105711724,4.13333333333333,19503,453.277213076082,30368,705.795129297772,2.6256,20815,483.769942582097
"275",2006,"MA","Massachusetts",6410084,"Firearm",0,1,1,3.22,1.16938135955632,4.7,20410,318.404563809148,32029,499.665839012406,2.5555,10773,168.063320231061
"276",2006,"MD","Maryland",5627367,"Firearm",1,1,1,12.1,2.4932054526027,4.175,20097,357.129719813902,37565,667.541320834415,2.1815,22662,402.710539405018
"277",2006,"ME","Maine",1323619,"Firearm",0,1,0,7.28,1.98513086220859,4.71666666666667,2933,221.589445301103,1510,114.081166861461,2.5423,2064,155.93611152454
"278",2006,"MI","Michigan",10036081,"Firearm",0,0,0,11.53,2.44495233428097,7.03333333333333,25896,258.029005545093,56260,560.577380752507,2.1791,51515,513.297969595901
"279",2006,"MN","Minnesota",5163555,"Firearm",0,1,0,6.3,1.84054963339749,4.05833333333333,13179,255.231134363825,15916,308.23725127359,2.4021,7835,151.736545848742
"280",2006,"MO","Missouri",5842704,"Firearm",0,0,0,13,2.56494935746154,4.875,19378,331.661504673179,31528,539.613165411084,2.3717,30116,515.446272821625
"281",2006,"MS","Mississippi",2904978,"Firearm",0,0,0,16.54,2.80578168959555,6.375,9200,316.697751239424,8845,304.477348881816,2.2327,11524,396.698357095992
"282",2006,"MT","Montana",952692,"Firearm",0,0,0,12.25,2.50552593699074,3.34166666666667,2753,288.970622194791,3531,370.633950951619,2.8667,1753,184.004903998354
"283",2006,"NC","North Carolina",8917270,"Firearm",0,0,0,12.55,2.52972066557779,5.13333333333333,30671,343.950558859382,41549,465.938566399806,2.0068,37725,423.055486712862
"284",2006,"ND","North Dakota",649422,"Firearm",0,1,0,6.62,1.89009536994892,3.1,1619,249.298607069055,1241,191.093002700863,2.698,1337,205.87537841342
"285",2006,"NE","Nebraska",1772693,"Firearm",0,0,1,7.69,2.03992078351755,3.04166666666667,NA,NA,5146,290.292791814488,2.3453,4399,248.153515583353
"286",2006,"NH","New Hampshire",1308389,"Firearm",0,0,0,6.22,1.82776990675109,3.53333333333333,3197,244.346291508107,1772,135.433728042654,4.2802,2676,204.526329707755
"287",2006,"NJ","New Jersey",8661679,"Firearm",0,1,1,5.82,1.76130026174335,4.61666666666667,36456,420.888375106027,30123,347.773220411424,2.3272,22952,264.983267100986
"288",2006,"NM","New Mexico",1962137,"Firearm",0,0,0,14.45,2.67069441455844,4.23333333333333,4731,241.114662227969,12663,645.367780129522,2.3614,3709,189.028594843275
"289",2006,"NV","Nevada",2522658,"Firearm",0,0,0,16.3,2.79116510781272,4.06666666666667,9080,359.937811625674,18461,731.807482425283,3.6346,12754,505.577846858353
"290",2006,"NY","New York",19104631,"Firearm",0,1,1,5.14,1.63705307946707,4.53333333333333,86053,450.430055414313,83094,434.941664144154,2.0079,63538,332.579048503999
"291",2006,"OH","Ohio",11481213,"Firearm",0,0,0,9.66,2.26799364822443,5.41666666666667,29607,257.873449434306,40931,356.50414289849,2.008,46402,404.155902342374
"292",2006,"OK","Oklahoma",3594090,"Firearm",0,0,0,13.26,2.58475198475772,3.91666666666667,11001,306.085824228108,17695,492.336029426086,1.8654,17165,477.589598479726
"293",2006,"OR","Oregon",3670883,"Firearm",0,1,0,10.16,2.31845844215034,5.39166666666667,7471,203.520515363742,10446,284.563686720606,2.5934,13191,359.341335586016
"294",2006,"PA","Pennsylvania",12510809,"Firearm",1,1,0,10.9,2.3887627892351,4.70833333333333,27811,222.295776396235,54287,433.920780023098,2.0961,43009,343.774731114511
"295",2006,"RI","Rhode Island",1063096,"Firearm",1,0,1,4.22,1.43983512804792,5.21666666666667,3223,303.171115308495,2433,228.859858375913,2.407,3713,349.262907583135
"296",2006,"SC","South Carolina",4357847,"Firearm",0,0,0,13.88,2.63044895507866,6.875,14332,328.877998699817,32960,756.336787409012,2.4507,22917,525.878948939694
"297",2006,"SD","South Dakota",783033,"Firearm",0,1,0,9.74,2.27624111765444,3,2070,264.356674622909,2041,260.653127007419,2.4969,3304,421.949011088932
"298",2006,"TN","Tennessee",6088766,"Firearm",0,0,0,15.31,2.72850620966959,5.275,24121,396.155805626296,45624,749.314393097058,1.8907,14186,232.986454069675
"299",2006,"TX","Texas",23359580,"Firearm",0,0,0,10.47,2.34851402488245,5,81462,348.730585053327,120216,514.63254048232,2.2354,139883,598.824978873764
"300",2006,"UT","Utah",2525507,"Firearm",0,0,0,9.75,2.27726728500976,2.86666666666667,7502,297.049265751392,5720,226.489176232733,1.325,5031,199.207525459244
"301",2006,"VA","Virginia",7673725,"Firearm",0,0,0,10.37,2.33891702224144,3.34166666666667,22872,298.056028851698,21280,277.309911418509,2.081,29274,381.483568931647
"302",2006,"VT","Vermont",622892,"Firearm",0,0,0,8.14,2.09679018001445,3.71666666666667,1567,251.568490203759,891,143.04245358746,2.7305,1691,271.475633015033
"303",2006,"WA","Washington",6370753,"Firearm",0,0,0,8.37,2.12465388450138,5,14111,221.496579760666,22106,346.991948989389,2.2758,16827,264.128902815727
"304",2006,"WI","Wisconsin",5577655,"Firearm",0,0,1,7.56,2.02287119019144,4.675,18111,324.706350607917,15734,282.089874687481,2.989,22561,404.488983273437
"305",2006,"WV","West Virginia",1827912,"Firearm",0,1,0,13.32,2.58926666511224,5.2,4208,230.208018766768,5033,275.341482522135,1.7236,4367,238.906468145075
"306",2006,"WY","Wyoming",522667,"Firearm",0,0,0,14.85,2.69799986524871,3.00833333333333,1862,356.24977279989,1294,247.57637271915,2.7238,1252,239.54066355825
"307",2007,"AK","Alaska",680123,"Firearm",0,0,0,18.2,2.90142159408275,6.25833333333333,1888,277.596846452774,4477,658.26328472938,2.5269,3627,533.285890934434
"308",2007,"AL","Alabama",4672840,"Firearm",0,0,1,17.24,2.84723226523555,4.04166666666667,16347,349.830081920203,20363,435.773533868055,1.9958,24898,532.823721762354
"309",2007,"AR","Arkansas",2848650,"Firearm",0,0,0,15.09,2.71403227277976,5.39166666666667,8455,296.807259579099,15028,527.548136836747,1.687,13275,466.010215365173
"310",2007,"AZ","Arizona",6167681,"Firearm",0,0,0,15.38,2.7330679640775,3.75,22144,359.032835842191,32287,523.486866457588,2.5139,29910,484.947259756138
"311",2007,"CA","California",36250311,"Firearm",1,1,1,8.84,2.17928687664955,5.30833333333333,120976,333.724033429672,189299,522.199657818108,2.3033,171444,472.9449079761
"312",2007,"CO","Colorado",4803868,"Firearm",0,0,0,10.38,2.33988087773774,3.7,16756,348.802256848023,16946,352.757402992755,2.7782,17788,370.284945381513
"313",2007,"CT","Connecticut",3527270,"Firearm",1,1,1,4.15,1.42310833424261,4.45,9873,279.904855596538,10434,295.809507069207,2.3264,19438,551.077745678669
"314",2007,"DC","District of Columbia",574404,"Firearm",NA,NA,NA,21.66,3.07546724157284,5.95,4995,869.597008377379,6061,1055.18067422929,4.0009,NA,NA
"315",2007,"DE","Delaware",871749,"Firearm",0,1,1,8.91,2.18717424148272,3.60833333333333,3114,357.212913350058,6061,695.268936356681,3.189,7110,815.601738573833
"316",2007,"FL","Florida",18367842,"Firearm",0,0,0,12.02,2.48657192910706,3.3,74562,405.937725291844,130676,711.439046568454,2.6833,86418,470.485318852373
"317",2007,"GA","Georgia",9349988,"Firearm",0,0,0,13.41,2.59600069729359,4.90833333333333,29043,310.620719513223,46197,494.086195618647,2.0978,54256,580.27881960918
"318",2007,"HI","Hawaii",1315675,"Firearm",0,1,1,2.44,0.89199803930511,2.725,3678,279.552321051932,3520,267.543276265035,2.5497,3328,252.950006650579
"319",2007,"IA","Iowa",2999212,"Firearm",0,0,1,4.99,1.60743590976343,3.71666666666667,7810,260.401732188321,8931,297.778216411511,2.2509,8692,289.809456617271
"320",2007,"ID","Idaho",1505105,"Firearm",0,0,0,12.75,2.54553127160444,3.025,4068,270.280146567847,3792,251.942555502772,2.1579,5086,337.916623757147
"321",2007,"IL","Illinois",12695866,"Firearm",0,1,1,8.03,2.08318452795867,5.06666666666667,53537,421.688445672001,67776,533.843063561005,2.3848,45215,356.139549677037
"322",2007,"IN","Indiana",6379599,"Firearm",0,0,0,10.5,2.35137525716348,4.625,16163,253.354481998006,20960,328.547295841008,2.0892,23454,367.640662054151
