Year,State,State_code,State_num_code,Population,firearm.deaths.pc,Region,pol_ubc,pol_vmisd,pol_mayissue,ur,law.officers.pc,vcrime.pc,homi.pc,alcc.pc,incarc.pc,prop18.24
2004,South Carolina,SC,45,4210921,13.5,South,0,0,0,7.441666667,346.5275174,780.6843206,6.791863348,2.3848,537.7445932,10.33486499
2004,South Dakota,SD,46,770396,9.97,Midwest,0,1,0,3.608333333,289.9807372,169.0039928,2.206657355,2.4524,395.5108801,11.00382141
2004,Tennessee,TN,47,5910809,14.54,South,0,0,0,5.35,409.2333215,689.5164435,6.039782372,1.9294,240.6777143,9.737617981
2004,Texas,TX,48,22394023,10.67,South,0,0,0,6.016666667,354.6258749,536.7057094,6.090910954,2.2079,625.2293302,10.80911188
2004,Utah,UT,49,2401580,10.13,West,0,0,0,5.008333333,294.0564129,233.2214625,1.915405691,1.299,196.5372796,13.69627495
2004,Vermont,VT,50,619920,9.41,Northeast,0,0,0,3.675,227.2873919,112.4338624,2.580978191,2.5617,246.6447284,10.31084656
2004,Virginia,VA,51,7475575,10.81,South,0,0,0,4.083333333,295.6963177,270.4541122,5.216989997,2.039,394.6719818,10.08310398
2004,Washington,WA,53,6178645,9.17,West,0,0,0,6.3,226.7163755,342.1462149,3.075107892,2.3016,267.0973976,9.997612745
2004,West Virginia,WV,54,1816438,13.6,South,0,1,0,5.766666667,224.9457455,277.5762234,3.743590478,1.7458,219.6606766,9.560854816
2004,Wisconsin,WI,55,5514026,7.37,Midwest,0,0,1,4.975,326.0231272,206.6366753,2.792877654,2.8499,400.3064186,10.2188673
2004,Wyoming,WY,56,509106,11.15,West,0,0,0,3.841666667,386.1671243,226.2790067,2.160650238,2.5766,237.4751034,11.18981116
2005,Alabama,AL,1,4569805,15.99,South,0,0,1,4.458333333,279.7931203,422.4250269,8.184156654,1.9131,525.0771094,10.02602956
2005,Alaska,AK,2,666835,17.46,West,0,0,0,6.933333333,275.6304033,624.142404,4.798788306,2.6376,514.8200079,11.03402674
2005,Arizona,AZ,4,5839077,16,West,0,0,0,4.666666667,352.1104449,514.3449898,7.621067508,2.51,488.8615101,9.938916716
2005,Arkansas,AR,5,2781097,15.62,South,0,0,0,5.258333333,293.6610985,520.6938125,6.795879468,1.6723,447.8448612,9.868012514
2005,California,CA,6,35827943,9.52,West,1,1,1,5.383333333,309.9870958,523.8229836,6.986167194,2.256,469.0054352,10.28360741
2005,Colorado,CO,8,4631888,11.53,West,0,0,0,5.075,337.6161082,395.62701,3.734978048,2.7197,367.5391115,10.20449976
2005,Connecticut,CT,9,3506956,5.34,Northeast,1,1,1,4.8,274.5400855,269.0937668,2.99404954,2.2324,511.212573,8.726599364
2005,Delaware,DE,10,845150,8.79,South,0,1,1,4.508333333,375.3179909,626.5160031,4.377921079,3.2471,803.1710347,9.909483524
2005,District of Columbia,DC,11,567136,23.47,South,NA,NA,NA,6.991666667,842.8313491,933.6384924,34.38328725,3.8962,NA,13.10073774
2005,Florida,FL,12,17842038,9.95,South,0,0,0,2.875,398.7548956,701.0073625,4.948986209,2.6974,485.140767,9.048288094
2005,Georgia,GA,13,8925922,12.05,South,0,0,0,5.683333333,322.7789801,449.9367124,6.318674978,2.0749,546.1508626,10.06207538
2005,Hawaii,HI,15,1292729,2.14,West,0,1,1,2.825,276.0052571,249.7816634,1.856537604,2.467,296.8139494,10.06668838
2005,Idaho,ID,16,1428241,13.94,West,0,0,0,3.991666667,257.5895805,254.5088679,2.450566816,2.0742,325.7853542,10.72101977
2005,Illinois,IL,17,12609903,8.01,Midwest,0,1,1,5.716666667,407.5368383,552.9463629,6.106311841,2.2882,356.220028,9.860155149
2005,Indiana,IN,18,6278616,11.11,Midwest,0,0,0,5.391666667,262.1596861,317.6814763,5.670039384,2.0122,360.6686569,10.18805737
2005,Iowa,IA,19,2964454,6.71,Midwest,0,0,1,4.291666667,254.9204676,292.0267948,1.349320988,2.1621,294.7254368,10.56835424
2005,Kansas,KS,20,2745299,9.25,Midwest,0,0,1,5.066666667,379.2665207,386.1145908,3.679016384,1.8872,331.1114746,10.80534397
2005,Kentucky,KY,21,4182742,12.94,South,0,0,0,5.875,244.3134193,261.6465467,4.542474769,1.7956,303.1504214,9.899678249
2005,Louisiana,LA,22,4576628,18.35,South,0,0,0,7.058333333,369.2893545,577.6960679,9.832566684,2.4126,423.2592205,10.96604312
2005,Maine,ME,23,1318787,7.71,Northeast,0,1,0,4.891666667,218.837462,111.0111034,1.440717872,2.5219,147.86315,8.845628597
2005,Maryland,MD,24,5592379,11.86,South,1,1,1,4.475,353.0697759,694.1053173,9.870575653,2.1582,403.280965,9.249998972
2005,Massachusetts,MA,25,6403290,3.42,Northeast,0,1,1,4.8,305.7646928,460.169694,2.779820998,2.513,161.6044252,9.737978445
2005,Michigan,MI,26,10051137,10.78,Midwest,0,0,0,6.791666667,264.9849465,550.2561551,6.257998473,2.1641,492.411953,9.770675696
2005,Minnesota,MN,27,5119598,6.94,Midwest,0,1,0,4.1,249.9219665,295.4919507,2.246270117,2.4799,155.4418921,10.06690369
2005,Mississippi,MS,28,2905943,15.98,South,0,0,0,7.6,292.5728412,272.4416824,7.364218775,2.1784,389.2024035,10.78269601
2005,Missouri,MO,29,5790300,12.9,Midwest,0,0,0,5.4,321.0196363,519.4031397,6.942645459,2.3013,525.2750289,10.10203271
2005,Montana,MT,30,940102,16.85,West,0,0,0,4.066666667,297.4145359,278.2676773,1.914685853,2.7821,204.9777577,10.49056379
2005,Nebraska,NE,31,1761497,7.67,Midwest,0,0,1,3.758333333,NA,284.3036349,2.497875387,2.2905,250.0713881,10.78105725
2005,Nevada,NV,32,2432143,16.09,West,0,0,0,4.125,351.0484375,594.044018,8.469896712,3.519,479.4948323,9.06270725
2005,New Hampshire,NH,33,1298492,6.62,Northeast,0,0,0,3.625,238.5844503,134.1556205,1.463235815,4.2046,186.6010726,9.249498649
2005,New Jersey,NJ,34,8651974,5.15,Northeast,0,1,1,4.441666667,471.6842653,352.5438241,4.819709352,2.3025,266.0548911,8.328215041
2005,New Mexico,NM,35,1932274,13.9,West,0,0,0,5.183333333,286.5535633,636.7626951,7.452359241,2.4197,192.9333003,10.50203025
2005,New York,NY,36,19132610,5.21,Northeast,0,1,1,4.958333333,445.203242,444.0847328,4.568116948,1.9866,329.4479948,9.699460764
2005,North Carolina,NC,37,8705407,12.74,South,0,0,0,5.6,343.7748517,460.2312103,6.719961514,1.9644,420.9567686,9.790214289
2005,North Dakota,ND,38,646089,8.9,Midwest,0,1,0,3.308333333,246.2509035,107.4155418,1.857329253,2.5982,196.7221234,13.19818167
2005,Ohio,OH,39,11463320,9.63,Midwest,0,0,0,5.933333333,271.6316041,345.205403,5.146851,1.9952,376.1039559,9.505317831
2005,Oklahoma,OK,40,3548597,13.16,South,0,0,0,4.325,308.7699167,503.2129599,5.269688274,1.8042,479.0343902,10.81244221
2005,Oregon,OR,41,3613202,10.68,West,0,1,0,6.191666667,203.3653253,286.8369939,2.214102616,2.3986,356.6642551,9.671421637
2005,Pennsylvania,PA,42,12449990,10.76,Northeast,1,1,0,4.983333333,220.674876,417.7111789,6.072294034,2.1067,332.8356087,9.507365066
2005,Rhode Island,RI,44,1067916,3.6,Northeast,1,0,1,5.108333333,300.210878,250.5815064,3.183771008,2.2927,319.6880654,10.82435323
2005,South Carolina,SC,45,4270150,13.75,South,0,0,0,7.291666667,355.1163308,755.851668,7.353371661,2.4221,525.5553084,10.22580003
2005,South Dakota,SD,46,775493,10.2,Midwest,0,1,0,3.55,292.3301693,176.5328636,2.321104123,2.5242,430.1779642,10.91757115
2005,Tennessee,TN,47,5991057,16.03,South,0,0,0,5.525,403.7351005,745.6614083,7.194056074,1.923,235.4843227,9.641904592
2005,Texas,TX,48,22778123,11.09,South,0,0,0,5.458333333,354.3751169,525.4339877,6.176979552,2.2032,612.7107137,10.68713607
2005,Utah,UT,49,2457719,9.91,West,0,0,0,4.041666667,296.3316799,226.0632725,2.278535504,1.2713,205.8005818,13.29383058
2005,Vermont,VT,50,621215,6.79,Northeast,0,0,0,3.45,251.4427372,124.5945446,1.28779891,2.6851,260.9402542,10.44887841
2005,Virginia,VA,51,7577105,11.48,South,0,0,0,3.825,294.5188169,276.8339623,6.044524921,2.0496,384.7511682,10.13445109
2005,Washington,WA,53,6257305,8.8,West,0,0,0,5.591666667,226.0398047,344.237655,3.276170812,2.3444,268.1825482,9.94132458
2005,West Virginia,WV,54,1820492,13.72,South,0,1,0,5.425,224.9941225,268.388985,4.504276866,1.7288,221.6983101,9.389220057
2005,Wisconsin,WI,55,5546166,8.48,Midwest,0,0,1,4.741666667,324.5665564,237.2990639,3.714277575,2.9522,395.2460132,10.19691802
2005,Wyoming,WY,56,514157,13.39,West,0,0,0,3.541666667,348.5316742,225.223035,2.722903705,2.4079,243.1164022,11.02639855
2006,Alabama,AL,1,4628981,16.7,South,0,0,1,4,339.3187399,414.1516243,8.252356188,1.9548,520.5033246,9.918251987
2006,Alaska,AK,2,675150,16.92,West,0,0,0,6.633333333,286.8992076,677.4790787,5.332148411,2.7499,499.2964526,11.01270246
2006,Arizona,AZ,4,6029141,16.22,West,0,0,0,4.308333333,355.5066966,546.0645223,8.840396999,2.5103,506.5232344,9.818745324
2006,Arkansas,AR,5,2821761,15.12,South,0,0,0,5.25,292.9376372,543.3840782,7.264966806,1.7512,455.5311382,9.706066531
2006,California,CA,6,36021202,9.15,West,1,1,1,4.916666667,321.7882624,533.0110861,6.901490961,2.286,478.3238494,10.27417686
2006,Colorado,CO,8,4720423,10.33,West,0,0,0,4.275,348.9305937,394.5197284,3.622556707,2.72,364.2893868,10.11322502
2006,Connecticut,CT,9,3517460,4.99,Northeast,1,1,1,4.425,275.8524617,294.7581493,3.894855947,2.2978,537.3764023,8.838508469
2006,Delaware,DE,10,859268,9.2,South,0,1,1,3.908333333,357.7463609,691.4024495,4.887881313,3.2626,817.0908261,9.864093624
2006,District of Columbia,DC,11,570681,19.99,South,NA,NA,NA,6.325,851.0884364,1041.036937,29.61374218,3.9424,NA,13.46443985
2006,Florida,FL,12,18166990,11.05,South,0,0,0,2.466666667,407.6129287,707.1782392,6.214568291,2.7016,462.5257128,9.09832614
2006,Georgia,GA,13,9155813,12.54,South,0,0,0,5.075,336.9880971,482.1963926,6.607823904,2.1012,576.5954372,10.00057559
2006,Hawaii,HI,15,1309731,2.39,West,0,1,1,2.55,278.9885862,273.8730319,1.603382679,2.5161,274.4838444,10.03938977
2006,Idaho,ID,16,1468669,12.69,West,0,0,0,3.425,265.2742041,247.2306558,2.383110149,2.1284,322.7412031,10.47506279
2006,Illinois,IL,17,12643955,8.08,Midwest,0,1,1,4.6,411.6987129,543.4850092,6.168955837,2.3493,356.7396436,9.796823858
2006,Indiana,IN,18,6332669,11.63,Midwest,0,0,0,5,251.6158669,314.9067163,5.700597963,1.9973,372.8443726,10.08617378
2006,Iowa,IA,19,2982644,6.34,Midwest,0,0,1,3.7,255.310389,283.8421213,1.844001497,2.2022,296.3142769,10.47121279
2006,Kansas,KS,20,2762931,10.84,Midwest,0,0,1,4.425,378.257727,428.3494593,4.524181024,1.9374,319.6967279,10.72886004
2006,Kentucky,KY,21,4219239,12.47,South,0,0,0,5.725,241.6075506,265.1663013,4.100265474,1.8249,310.0559129,9.59957471
2006,Louisiana,LA,22,4302665,19.02,South,0,0,0,4.133333333,453.2772131,705.7951293,12.89898237,2.6256,483.7699426,10.68319286
2006,Maine,ME,23,1323619,7.28,Northeast,0,1,0,4.716666667,221.5894453,114.0811669,1.737660157,2.5423,155.9361115,8.865542124
2006,Maryland,MD,24,5627367,12.1,South,1,1,1,4.175,357.1297198,667.5413208,9.702583819,2.1815,402.7105394,9.3454541
2006,Massachusetts,MA,25,6410084,3.22,Northeast,0,1,1,4.7,318.4045638,499.665839,2.932878883,2.5555,168.0633202,9.939729339
2006,Michigan,MI,26,10036081,11.53,Midwest,0,0,0,7.033333333,258.0290055,560.5773808,7.184079124,2.1791,513.2979696,9.720338048
2006,Minnesota,MN,27,5163555,6.3,Midwest,0,1,0,4.058333333,255.2311344,308.2372513,2.440179295,2.4021,151.7365458,10.02563157
2006,Mississippi,MS,28,2904978,16.54,South,0,0,0,6.375,316.6977512,304.4773489,7.95186745,2.2327,396.6983571,10.53625879
2006,Missouri,MO,29,5842704,13,Midwest,0,0,0,4.875,331.6615047,539.6131654,6.315568956,2.3717,515.4462728,9.990083359
2006,Montana,MT,30,952692,12.25,West,0,0,0,3.341666667,288.9706222,370.633951,3.4638687,2.8667,184.004904,10.42907886
2006,Nebraska,NE,31,1772693,7.69,Midwest,0,0,1,3.041666667,NA,290.2927918,2.876978699,2.3453,248.1535156,10.6598266
2006,Nevada,NV,32,2522658,16.3,West,0,0,0,4.066666667,359.9378116,731.8074824,8.958804562,3.6346,505.5778469,9.102066154
2006,New Hampshire,NH,33,1308389,6.22,Northeast,0,0,0,3.533333333,244.3462915,135.433728,0.993588298,4.2802,204.5263297,9.278586109
2006,New Jersey,NJ,34,8661679,5.82,Northeast,0,1,1,4.616666667,420.8883751,347.7732204,4.929760154,2.3272,264.9832671,8.418471754
2006,New Mexico,NM,35,1962137,14.45,West,0,0,0,4.233333333,241.1146622,645.3677801,6.829288679,2.3614,189.0285948,10.29627391
2006,New York,NY,36,19104631,5.14,Northeast,0,1,1,4.533333333,450.4300554,434.9416641,4.826055002,2.0079,332.5790485,9.783041609
2006,North Carolina,NC,37,8917270,12.55,South,0,0,0,5.133333333,343.9505589,465.9385664,6.044450824,2.0068,423.0554867,9.83383928
2006,North Dakota,ND,38,649422,6.62,Midwest,0,1,0,3.1,249.2986071,191.0930027,2.155763125,2.698,205.8753784,13.24131304
2006,Ohio,OH,39,11481213,9.66,Midwest,0,0,0,5.416666667,257.8734494,356.5041429,4.87753341,2.008,404.1559023,9.434717394
2006,Oklahoma,OK,40,3594090,13.26,South,0,0,0,3.916666667,306.0858242,492.3360294,5.842925469,1.8654,477.5895985,10.62062998
2006,Oregon,OR,41,3670883,10.16,West,0,1,0,5.391666667,203.5205154,284.5636867,2.397243388,2.5934,359.3413356,9.539339717
2006,Pennsylvania,PA,42,12510809,10.9,Northeast,1,1,0,4.708333333,222.2957764,433.92078,5.922878369,2.0961,343.7747311,9.595118909
2006,Rhode Island,RI,44,1063096,4.22,Northeast,1,0,1,5.216666667,303.1711153,228.8598584,2.539751819,2.407,349.2629076,10.98564946
2006,South Carolina,SC,45,4357847,13.88,South,0,0,0,6.875,328.8779987,756.3367874,8.306854279,2.4507,525.8789489,10.11437529
2006,South Dakota,SD,46,783033,9.74,Midwest,0,1,0,3,264.3566746,260.653127,3.831256154,2.4969,421.9490111,10.78217649
2006,Tennessee,TN,47,6088766,15.31,South,0,0,0,5.275,396.1558056,749.3143931,6.881525748,1.8907,232.9864541,9.409279319
2006,Texas,TX,48,23359580,10.47,South,0,0,0,5,348.7305851,514.6325405,5.933325856,2.2354,598.8249789,10.54748844
2006,Utah,UT,49,2525507,9.75,West,0,0,0,2.866666667,297.0492658,226.4891762,2.019396501,1.325,199.2075255,12.76607034
2006,Vermont,VT,50,622892,8.14,Northeast,0,0,0,3.716666667,251.5684902,143.0424536,2.24758064,2.7305,271.475633,10.5260623
2006,Virginia,VA,51,7673725,10.37,South,0,0,0,3.341666667,298.0560289,277.3099114,5.251686762,2.081,381.4835689,10.18436287
2006,Washington,WA,53,6370753,8.37,West,0,0,0,5,221.4965798,346.991949,3.092256127,2.2758,264.1289028,9.87321279
2006,West Virginia,WV,54,1827912,13.32,South,0,1,0,5.2,230.2080188,275.3414825,4.376578304,1.7236,238.9064681,9.201974712
2006,Wisconsin,WI,55,5577655,7.56,Midwest,0,0,1,4.675,324.7063506,282.0898747,2.958232447,2.989,404.4889833,10.1223005
2006,Wyoming,WY,56,522667,14.85,West,0,0,0,3.008333333,356.2497728,247.5763727,2.487243312,2.7238,239.5406636,10.82754412
2007,Alabama,AL,1,4672840,17.24,South,0,0,1,4.041666667,349.8300819,435.7735339,8.816907919,1.9958,532.8237218,9.908235677
2007,Alaska,AK,2,680123,18.2,West,0,0,0,6.258333333,277.5968465,658.2632847,6.322385804,2.5269,533.2858909,10.93385271
2007,Arizona,AZ,4,6167681,15.38,West,0,0,0,3.75,359.0328358,523.4868665,8.88502502,2.5139,484.9472598,9.823140983
2007,Arkansas,AR,5,2848650,15.09,South,0,0,0,5.391666667,296.8072596,527.5481368,6.950660839,1.687,466.0102154,9.665104523
2007,California,CA,6,36250311,8.84,West,1,1,1,5.308333333,333.7240334,522.1996578,6.239946466,2.3033,472.944908,10.32308661
2007,Colorado,CO,8,4803868,10.38,West,0,0,0,3.7,348.8022568,352.757403,3.226566592,2.7782,370.2849454,9.907245578
2007,Connecticut,CT,9,3527270,4.15,Northeast,1,1,1,4.45,279.9048556,295.8095071,3.203610724,2.3264,551.0777457,8.936061033
2007,Delaware,DE,10,871749,8.91,South,0,1,1,3.608333333,357.2129134,695.2689364,4.473764811,3.189,815.6017386,9.968121558
2007,District of Columbia,DC,11,574404,21.66,South,NA,NA,NA,5.95,869.5970084,1055.180674,31.51092263,4.0009,NA,13.67121399
2007,Florida,FL,12,18367842,12.02,South,0,0,0,3.3,405.9377253,711.4390466,6.544045838,2.6833,470.4853189,9.189789416
2007,Georgia,GA,13,9349988,13.41,South,0,0,0,4.908333333,310.6207195,494.0861956,7.700544642,2.0978,580.2788196,9.934879061
2007,Hawaii,HI,15,1315675,2.44,West,0,1,1,2.725,279.5523211,267.5432763,1.824158702,2.5497,252.9500067,9.716837365
2007,Idaho,ID,16,1505105,12.75,West,0,0,0,3.025,270.2801466,251.9425555,3.25558682,2.1579,337.9166238,10.25489916
2007,Illinois,IL,17,12695866,8.03,Midwest,0,1,1,5.066666667,421.6884457,533.8430636,5.92318791,2.3848,356.1395497,9.778301063
2007,Indiana,IN,18,6379599,10.5,Midwest,0,0,0,4.625,253.354482,328.5472958,5.486238242,2.0892,367.6406621,9.992932158
2007,Iowa,IA,19,2999212,4.99,Midwest,0,0,1,3.716666667,260.4017322,297.7782164,1.300341556,2.2509,289.8094566,10.25599391
2007,Kansas,KS,20,2783785,10.35,Midwest,0,0,0,4.233333333,378.3338153,453.483297,3.807765327,1.9586,313.2785039,10.44473621
2007,Kentucky,KY,21,4256672,14.12,South,0,0,0,5.366666667,242.0435495,284.7999564,4.839461438,1.8451,304.4632051,9.577341172
2007,Louisiana,LA,22,4375581,19.77,South,0,0,0,4.091666667,480.6218877,712.2254165,14.28381739,2.6571,467.6179003,10.66315536
2007,Maine,ME,23,1327040,7.61,Northeast,0,1,0,4.691666667,226.9713046,116.4245238,1.507113576,2.5702,158.6990596,8.77336026
2007,Maryland,MD,24,5653408,12.04,South,1,1,1,3.733333333,364.3819799,628.0990157,9.799398876,2.2007,407.4179681,9.472728662
2007,Massachusetts,MA,25,6431559,3.55,Northeast,0,1,1,4.516666667,315.8643184,440.0177313,2.907537659,2.5915,172.1355584,10.08931116
2007,Michigan,MI,26,10001284,11.03,Midwest,0,0,0,7.083333333,263.146212,530.9718232,6.609151385,2.195,502.2655091,9.672578041
2007,Minnesota,MN,27,5207203,6.48,Midwest,0,1,0,4.583333333,259.5251232,286.8718581,2.227683461,2.5973,153.8061796,9.842942555
2007,Mississippi,MS,28,2928350,18.28,South,0,0,0,6.15,295.4223368,283.4360647,6.898082538,2.2648,433.1449451,10.39097102
2007,Missouri,MO,29,5887612,12.79,Midwest,0,0,0,5.083333333,338.864042,553.6200415,6.233427067,2.4023,506.5381346,9.909365631
2007,Montana,MT,30,964706,13.54,West,0,0,0,3.358333333,284.1280141,374.31093,2.798780146,2.9438,164.2987605,10.05114512
2007,Nebraska,NE,31,1783440,7.95,Midwest,0,0,0,2.925,NA,305.7574126,3.981070291,2.3086,246.826358,10.3907056
2007,Nevada,NV,32,2601072,15.87,West,0,0,0,4.591666667,366.656517,737.0807113,7.420017593,3.5166,511.7505398,9.134310776
2007,New Hampshire,NH,33,1312540,5.56,Northeast,0,0,0,3.525,248.0686303,143.5384826,0.914257851,4.356,210.2031176,9.289316897
2007,New Jersey,NJ,34,8677885,5.25,Northeast,0,1,1,4.208333333,480.2091754,324.5376033,4.39047072,2.3316,261.2157225,8.510576022
2007,New Mexico,NM,35,1990070,14.85,West,0,0,0,3.591666667,283.6081143,659.6752878,9.195656434,2.3942,186.3753536,10.14612551
2007,New York,NY,36,19132335,5.04,Northeast,0,1,1,4.433333333,454.4766752,413.7341312,4.207536613,2.0966,327.9160646,9.924183326
2007,North Carolina,NC,37,9118037,12.17,South,0,0,0,5.091666667,335.9385359,456.754014,6.404887368,2.0447,419.3885153,9.692140973
2007,North Dakota,ND,38,652822,8.28,Midwest,0,1,0,3.016666667,254.8933706,203.1181547,2.604078907,2.8213,213.2281081,12.7075987
2007,Ohio,OH,39,11500468,9.55,Midwest,0,0,0,5.608333333,269.2933888,349.8118511,4.599812808,2.0414,415.2526662,9.402556487
2007,Oklahoma,OK,40,3634349,13.18,South,0,0,0,3.966666667,309.9867404,495.5495468,6.163414686,1.9109,491.4497755,10.4538667
2007,Oregon,OR,41,3722417,9.91,West,0,1,0,5.158333333,269.2336726,293.8682044,2.041684207,2.6537,359.2558276,9.474650476
2007,Pennsylvania,PA,42,12563937,10.52,Northeast,1,1,0,4.558333333,235.4516741,406.5684188,5.770484204,2.1777,354.2520151,9.667495149
2007,Rhode Island,RI,44,1057315,3.4,Northeast,1,0,1,5.108333333,306.436587,227.4629604,1.797004677,2.4498,354.1990797,11.07427777
2007,South Carolina,SC,45,4444110,13.09,South,0,0,0,6.066666667,337.5028971,771.043021,8.190616344,2.4249,530.3424083,10.15130139
2007,South Dakota,SD,46,791623,6.14,Midwest,0,1,0,2.825,280.4365209,239.3816248,3.916005472,2.6056,411.1805746,10.41455339
2007,Tennessee,TN,47,6175727,14.74,South,0,0,0,4.633333333,486.4852349,746.0983946,6.55793237,1.8972,229.074245,9.460618968
2007,Texas,TX,48,23831983,10.89,South,0,0,0,4.366666667,354.1585272,506.0216768,5.954183502,2.2378,586.2080382,10.39417492
2007,Utah,UT,49,2597746,10.63,West,0,0,0,2.558333333,299.9908382,242.0559978,2.271199725,1.3785,198.8262132,12.3190258
2007,Vermont,VT,50,623481,8.08,Northeast,0,0,0,3.941666667,237.5373107,126.5475612,2.085067548,2.7835,222.9418378,10.48291768
2007,Virginia,VA,51,7751000,10.4,South,0,0,0,3.283333333,300.6837827,266.0301897,5.354147852,2.1046,405.6508838,10.15463811
2007,Washington,WA,53,6461587,8.32,West,0,0,0,4.6,225.9506836,334.1903467,2.692836915,2.3768,261.7158912,9.735859008
2007,West Virginia,WV,54,1834052,14.06,South,0,1,0,4.825,229.6554296,269.9487256,3.544065272,1.7474,267.549666,9.085075014
2007,Wisconsin,WI,55,5610775,8.54,Midwest,0,0,1,4.825,333.8576222,287.7499098,3.29722721,2.9992,406.6461407,9.955184444
2007,Wyoming,WY,56,534876,14.66,West,0,0,0,2.691666667,391.1186892,247.3470487,3.92614363,2.8008,242.4861089,10.58095708
2008,Alabama,AL,1,4718206,17.31,South,0,0,1,5.883333333,342.7573955,439.9765504,7.43926823,2.0112,535.4153676,9.970548128
2008,Alaska,AK,2,687280,20.91,West,0,0,0,6.475,285.6186707,647.1889186,3.928529857,2.778,516.0924223,10.9397706
2008,Arizona,AZ,4,6280362,14.36,West,0,0,0,5.791666667,364.8197349,495.2739985,7.356263859,2.4774,494.9714682,9.895146172
2008,Arkansas,AR,5,2874554,15.6,South,0,0,0,5.441666667,336.1912839,503.8694698,5.740020887,1.7706,456.9404506,9.700113478
2008,California,CA,6,36604337,8.5,West,1,1,1,7.3,337.4764034,500.4516268,5.851765598,2.298,467.3899708,10.41564829
2008,Colorado,CO,8,4889730,10.39,West,0,0,0,4.875,344.7838633,354.1095316,3.374419446,2.7734,366.8300704,9.84725128
2008,Connecticut,CT,9,3545579,5.6,Northeast,1,1,1,5.65,300.5715005,299.1048853,3.722946238,2.3563,535.2581341,9.032882923
2008,Delaware,DE,10,883874,10.65,South,0,1,1,5.033333333,355.9330855,693.5377667,6.448882986,3.1472,785.6323413,10.0225824
2008,District of Columbia,DC,11,580236,20.01,South,NA,NA,NA,6.85,894.463632,1056.466679,32.05592207,3.9981,NA,14.09133525
2008,Florida,FL,12,18527305,12.18,South,0,0,0,5.691666667,398.7196195,675.1548593,6.304208842,2.6065,489.6556731,9.268234101
2008,Georgia,GA,13,9504843,12.43,South,0,0,0,6.783333333,349.3903056,491.4652457,6.733409484,2.0609,554.6540853,9.983552595
2008,Hawaii,HI,15,1332213,3.04,West,0,1,1,4.033333333,284.8643573,261.519742,1.951639865,2.5607,251.2361011,9.648382053
2008,Idaho,ID,16,1534320,11.4,West,0,0,0,5.033333333,290.7476928,238.3466291,1.499035403,2.1904,320.59805,10.12350748
2008,Illinois,IL,17,12747038,8.55,Midwest,0,1,1,6.508333333,412.3389292,525.5338534,6.1975182,2.3427,356.7416995,9.772984124
2008,Indiana,IN,18,6424806,11.24,Midwest,0,0,0,5.941666667,247.1203022,330.0177468,5.011824482,2.0786,369.6609672,10.01653591
2008,Iowa,IA,19,3016734,7.25,Midwest,0,0,1,4.183333333,266.2150524,284.2146507,2.552429216,2.3017,289.153767,10.18541907
2008,Kansas,KS,20,2808076,9.7,Midwest,0,0,0,4.608333333,366.229404,407.4319926,4.02410761,2.0115,304.692608,10.40983221
2008,Kentucky,KY,21,4289878,13.28,South,0,0,0,6.525,237.4892713,291.1271603,4.685447931,1.8515,304.2277659,9.500316792
2008,Louisiana,LA,22,4435586,18.34,South,0,0,0,4.666666667,509.9889845,655.3587282,12.26444488,2.6435,470.2197184,10.57668592
2008,Maine,ME,23,1330509,8.42,Northeast,0,1,0,5.4,222.5464089,115.8203364,2.329935386,2.562,153.8508947,8.812116265
2008,Maryland,MD,24,5684965,11.61,South,1,1,1,4.525,365.8245917,613.8999976,8.671997101,2.187,403.7843681,9.562486313
2008,Massachusetts,MA,25,6468967,3.34,Northeast,0,1,1,5.333333333,311.8426791,463.3042648,2.566097493,2.5368,172.7323698,10.22769169
2008,Michigan,MI,26,9946889,10.96,Midwest,0,0,0,8.216666667,266.3646895,512.3008812,5.5695806,2.2201,489.9823452,9.755401915
2008,Minnesota,MN,27,5247018,6.97,Midwest,0,1,0,5.433333333,261.0435108,261.9201992,2.096428867,2.5966,160.4530421,9.762459363
2008,Mississippi,MS,28,2947806,19.25,South,0,0,0,6.708333333,279.8013166,295.3382957,8.005954259,2.2832,420.6179104,10.3465764
2008,Missouri,MO,29,5923916,13.74,Midwest,0,0,0,6.216666667,342.9994618,493.6768178,7.697610837,2.4194,508.734425,9.904293039
2008,Montana,MT,30,976415,15.74,West,0,0,0,4.725,272.5275626,304.4811888,4.096618753,2.9669,163.6599192,9.943927531
2008,Nebraska,NE,31,1796378,8.27,Midwest,0,0,0,3.258333333,NA,306.2273085,3.841062404,2.3317,248.8340427,10.27745831
2008,Nevada,NV,32,2653630,15.15,West,0,0,0,6.883333333,333.1662666,708.7649748,6.217897748,3.5313,485.2598139,9.220840886
2008,New Hampshire,NH,33,1315906,6.86,Northeast,0,0,0,3.766666667,256.3252998,155.0262709,1.063905781,4.3879,216.8847927,9.333113459
2008,New Jersey,NJ,34,8711090,4.94,Northeast,0,1,1,5.45,430.7497684,321.1423599,4.316336991,2.3488,254.7786787,8.621997936
2008,New Mexico,NM,35,2010662,14.68,West,0,0,0,4.3,286.7214877,636.9046613,8.007313014,2.4344,168.4022476,10.03296427
2008,New York,NY,36,19212436,4.9,Northeast,0,1,1,5.408333333,430.6585589,399.2726378,4.351348262,2.0839,313.3283046,10.0811006
