"","State_code","Year","State","X","Population","Mechanism","pol_ubc","pol_vmisd","pol_mayissue","Age.Adjusted.Rate","logy","ur","law.officers","law.officers.pc","vcrime","vcrime.pc","alcc.pc","incarc","incarc.pc","prop18.24","Region"
"258","IA",2014,"Iowa",676,3110643,"Firearm",0,0,0,7.36,1.99605993274078,4.225,7782,250.173356441096,9253,297.462614642696,2.366,8845,284.346355399832,10.4579735314455,"Midwest"
"259","IA",2007,"Iowa",319,2999212,"Firearm",0,0,1,4.99,1.60743590976343,3.71666666666667,7810,260.401732188321,8931,297.778216411511,2.2509,8692,289.809456617271,10.2559939077331,"Midwest"
"260","IA",2011,"Iowa",523,3066772,"Firearm",0,0,0,7.14,1.96571277635149,5.65,7573,246.937170418929,7839,255.610785542584,2.3649,9115,297.218052075603,10.198588804358,"Midwest"
"261","IA",2003,"Iowa",115,2941999,"Firearm",0,0,1,6.94,1.93730177451871,4.45,7497,254.826735155246,8125,276.172765524393,2.0702,8546,290.482763590334,10.6046942911945,"Midwest"
"262","IA",2005,"Iowa",217,2964454,"Firearm",0,0,1,6.71,1.90359895098359,4.29166666666667,7557,254.920467647668,8657,292.026794816179,2.1621,8737,294.72543679207,10.5683542399376,"Midwest"
"263","IA",2020,"Iowa",982,3188669,"Firearm",0,0,0,11.11,2.40784560365154,5.2,8316,260.798471086212,9490,297.616340861971,2.4841,7926,248.567662557638,NA,"Midwest"
"264","IA",2015,"Iowa",727,3122541,"Firearm",0,0,0,7.71,2.04251818757524,3.69166666666667,8204,262.734740712772,9423,301.773459499811,2.3604,8864,283.871372705755,10.4003896237055,"Midwest"
"265","IA",2002,"Iowa",64,2934234,"Firearm",0,0,1,6.73,1.90657514365664,4,7529,256.59166923974,8344,284.367231788603,2.0362,8398,286.207575810246,10.4518930664698,"Midwest"
"266","IA",2019,"Iowa",931,3159596,"Firearm",0,0,0,9.07,2.20497226412705,2.66666666666667,8410,266.173270253539,9016,285.352937527456,2.3837,9293,294.119881149362,9.94288557781602,"Midwest"
"267","IA",2009,"Iowa",421,3032870,"Firearm",0,0,1,6.24,1.83098018238134,6.4,8057,265.655962833883,8447,278.515069884301,2.3125,8914,293.913026275442,10.1161935724248,"Midwest"
"268","IA",2021,"Iowa",1033,3193079,"Firearm",NA,NA,NA,11.18,2.41412646772695,3.81666666666667,8209,257.087281586206,9361,293.165311600496,2.4931,8587,268.925385184645,NA,"Midwest"
"269","IA",2008,"Iowa",370,3016734,"Firearm",0,0,1,7.25,1.98100146886658,4.18333333333333,8031,266.215052437504,8574,284.214650678515,2.3017,8723,289.153766954594,10.1854190657844,"Midwest"
"270","IA",2012,"Iowa",574,3076844,"Firearm",0,0,0,6.98,1.94304891677428,5.05833333333333,7375,239.693660127065,8118,263.841780733765,2.4017,8735,283.89479609626,10.302517074693,"Midwest"
"271","IA",2001,"Iowa",13,2931997,"Firearm",0,0,1,6.37,1.85159946958407,3.325,7511,256.173522687779,7815,266.541882546265,1.9924,7962,271.555530240993,10.3434962586933,"Midwest"
"272","IA",2016,"Iowa",778,3133210,"Firearm",0,0,0,9.24,2.22354188565359,3.575,8187,261.297519157669,10038,320.374312605922,2.4022,9049,288.809240363716,10.2883050267758,"Midwest"
"273","IA",2017,"Iowa",829,3143734,"Firearm",0,0,0,9.03,2.20055236742889,3.05833333333333,8124,258.418810242851,8940,284.375204772414,2.3649,9030,287.238042404351,10.1455650872977,"Midwest"
"274","ID",2006,"Idaho",269,1468669,"Firearm",0,0,0,12.69,2.5408142817263,3.425,3896,265.274204058232,3631,247.230655784251,2.1284,4740,322.741203089328,10.4750627949524,"West"
"275","ID",2003,"Idaho",116,1363380,"Firearm",0,0,0,12.33,2.51203531717625,5.56666666666667,3538,259.502119731843,3336,244.686000968182,2.0748,4291,314.732503043906,11.0281799645,"West"
"276","ID",2010,"Idaho",473,1567658,"Firearm",0,0,0,12.73,2.54396141256932,8.75833333333333,4341,276.909887233057,3442,219.563195543926,2.1698,4999,318.883327868706,9.82386713065002,"West"
"277","ID",2015,"Idaho",728,1652495,"Firearm",0,0,0,14.85,2.69799986524871,3.86666666666667,4392,265.779926716874,4069,246.233725366794,2.1727,6693,405.023918377968,9.46083695373697,"West"
"278","ID",2011,"Idaho",524,1584272,"Firearm",0,0,0,12.33,2.51203531717625,8.16666666666667,4251,268.325136087743,3167,199.902541987739,2.1765,5138,324.312996758132,9.80548137204765,"West"
"279","ID",2014,"Idaho",677,1632248,"Firearm",0,0,0,13.2,2.58021682959233,4.38333333333333,4265,261.296077556842,3870,237.096323597885,2.164,6858,420.156740887414,9.64329855951032,"West"
"280","ID",2007,"Idaho",320,1505105,"Firearm",0,0,0,12.75,2.54553127160444,3.025,4068,270.280146567847,3792,251.942555502772,2.1579,5086,337.916623757147,10.2548991598593,"West"
"281","ID",2009,"Idaho",422,1554439,"Firearm",0,0,0,12.85,2.55334381134123,8.70833333333333,4215,271.158919713157,3781,243.238879106868,2.1924,5118,329.250617103662,9.98270115456444,"West"
"282","ID",2005,"Idaho",218,1428241,"Firearm",0,0,0,13.94,2.63476240533238,3.99166666666667,3679,257.589580469963,3635,254.508867901146,2.0742,4653,325.785354152415,10.7210197718732,"West"
"283","ID",2008,"Idaho",371,1534320,"Firearm",0,0,0,11.4,2.43361335540045,5.03333333333333,4461,290.747692788988,3657,238.346629125606,2.1904,4919,320.598049950467,10.1235074821419,"West"
"284","ID",2004,"Idaho",167,1391802,"Firearm",0,0,0,13.04,2.56802155649851,4.86666666666667,3620,260.09446746017,3421,245.796456679901,2.0834,4495,322.962605313112,10.9478216010611,"West"
"285","ID",2012,"Idaho",575,1595910,"Firearm",0,0,0,13.1,2.57261223020711,7.4,4265,267.245646684337,3318,207.906460890652,2.2007,4990,312.67427361192,9.78848183817206,"West"
"286","ID",2013,"Idaho",626,1612053,"Firearm",0,0,0,14.12,2.6475922320651,6.81666666666667,4272,265.00369404728,3958,245.525426273206,2.1995,4474,277.534299430602,9.73146822938842,"West"
"287","ID",2002,"Idaho",65,1340372,"Firearm",0,0,0,12.42,2.51930807650533,5.61666666666667,3502,261.270751701766,3383,252.392619362386,2.0473,4185,312.226754960563,10.9458419006067,"West"
"288","ID",2021,"Idaho",1034,1900923,"Firearm",NA,NA,NA,16.38,2.79606107842492,3.5,4742,249.457763412826,4542,238.936558713846,2.0006,7327,385.444334147149,NA,"West"
"289","ID",2016,"Idaho",779,1684036,"Firearm",0,0,0,14.56,2.67827804276854,3.675,4432,263.177271744785,4356,258.664304088511,2.1452,6801,403.851224083096,9.38913919566329,"West"
"290","ID",2001,"Idaho",14,1319962,"Firearm",0,0,0,13.5,2.60268968544438,5.08333333333333,3480,263.643953386537,3181,240.991786127176,2.0292,3922,297.129765856896,10.9254660361435,"West"
"291","ID",2020,"Idaho",983,1847772,"Firearm",0,0,0,17.45,2.85933964864844,5.51666666666667,5839,316.002190746477,4391,237.637544025995,2.0713,6762,365.954241107669,NA,"West"
"292","ID",2018,"Idaho",881,1752074,"Firearm",0,0,0,16.62,2.8106067894273,2.875,5568,317.794796338511,4162,237.547044245848,2.066,6943,396.273216770525,9.26133481402268,"West"
"293","ID",2019,"Idaho",932,1789060,"Firearm",0,0,0,14.14,2.64900766046843,2.875,5755,321.677305400601,4134,231.071065252144,2.0406,7374,412.171754999832,9.19977728845901,"West"
"294","ID",2017,"Idaho",830,1719745,"Firearm",0,0,0,16.4,2.79728133483015,3.21666666666667,4506,262.015589520539,4069,236.604845485813,2.0989,7205,418.957461716708,9.31667942586517,"West"
"295","IL",2010,"Illinois",474,12831572,"Firearm",0,1,1,8.19,2.10291389786498,10.4666666666667,49849,388.487084824837,56428,439.759056801458,2.3529,48418,377.334904873697,9.71231422943478,"Midwest"
"296","IL",2014,"Illinois",678,12885092,"Firearm",0,1,0,9.03,2.20055236742889,7.16666666666667,34425,267.169221608973,50267,390.117509444248,2.3209,48278,374.681065529063,9.70165453929774,"Midwest"
"297","IL",2018,"Illinois",882,12724685,"Firearm",0,1,0,10.8,2.37954613413017,4.4,36749,288.80086226103,51441,404.261480736065,2.3892,39392,309.571513951033,9.21876487209731,"Midwest"
"298","IL",2013,"Illinois",627,12895778,"Firearm",0,1,0,8.52,2.14241634084122,9.075,14557,112.881906000553,55129,427.496503119083,2.3304,48653,377.278517046432,9.75729672809012,"Midwest"
"299","IL",2003,"Illinois",117,12556006,"Firearm",0,1,1,9.01,2.19833507162025,6.725,50303,400.628989823675,69481,553.368642863025,2.3551,43418,345.794673879576,9.88422592343457,"Midwest"
"300","IL",2020,"Illinois",984,12785245,"Firearm",0,1,0,13.82,2.62611681833952,9.33333333333333,36506,285.532267860334,52461,410.324557722594,2.3859,28975,226.628429881477,NA,"Midwest"
"301","IL",2007,"Illinois",321,12695866,"Firearm",0,1,1,8.03,2.08318452795867,5.06666666666667,53537,421.688445672001,67776,533.843063561005,2.3848,45215,356.139549677037,9.77830106272388,"Midwest"
"302","IL",2021,"Illinois",1035,12671469,"Firearm",NA,NA,NA,16.01,2.77321352700862,6.09166666666667,17886,141.151748072777,42589,336.101520668203,2.478,27126,214.071470324396,NA,"Midwest"
"303","IL",2006,"Illinois",270,12643955,"Firearm",0,1,1,8.08,2.089391872533,4.6,52055,411.698712942272,68718,543.485009239593,2.3493,45106,356.739643568804,9.7968238577249,"Midwest"
"304","IL",2019,"Illinois",933,12667017,"Firearm",0,1,0,10.8,2.37954613413017,3.96666666666667,40051,316.183360297061,51750,408.541332185786,2.4051,37746,297.986495162989,9.13373855265159,"Midwest"
"305","IL",2016,"Illinois",780,12821709,"Firearm",0,1,0,11.6,2.45100509811232,5.88333333333333,33727,263.046057276764,58706,457.864080365574,2.3152,43616,340.173061173046,9.4384107611177,"Midwest"
"306","IL",2015,"Illinois",729,12859585,"Firearm",0,1,0,9.39,2.23964529322017,5.99166666666667,24897,193.606558843073,52603,409.056746388006,2.3607,46240,359.576144953356,9.59232712749515,"Midwest"
"307","IL",2005,"Illinois",219,12609903,"Firearm",0,1,1,8.01,2.08069076108027,5.71666666666667,51390,407.536838308748,69726,552.946362870515,2.2882,44919,356.220028020834,9.86015514948846,"Midwest"
"308","IL",2008,"Illinois",372,12747038,"Firearm",0,1,1,8.55,2.14593128294867,6.50833333333333,52561,412.33892924772,66990,525.533853433245,2.3427,45474,356.741699522666,9.77298412384116,"Midwest"
"309","IL",2004,"Illinois",168,12589773,"Firearm",0,1,1,7.8,2.05412373369555,6.175,50174,398.529822579009,68585,544.767566500206,2.225,44054,349.918938173071,9.95522317995726,"Midwest"
"310","IL",2009,"Illinois",423,12796778,"Firearm",0,1,1,8.17,2.10046890887191,10.1833333333333,50833,397.232803444742,63412,495.530984439989,2.3554,45161,352.909146349183,9.76031622960092,"Midwest"
"311","IL",2001,"Illinois",15,12488445,"Firearm",0,1,1,10.21,2.32336763217657,5.43333333333333,50371,403.34084828015,78288,626.883491099172,2.2799,44348,355.112265778486,9.85321230945886,"Midwest"
"312","IL",2011,"Illinois",525,12867783,"Firearm",0,1,1,8.54,2.14476100780048,9.75833333333333,46335,360.085338709862,53742,417.647702016734,2.3503,48427,376.342995526114,9.72467436060001,"Midwest"
"313","IL",2002,"Illinois",66,12525556,"Firearm",0,1,1,9.69,2.27109442590267,6.55,50441,402.704678339229,74798,597.163111960858,2.2631,42693,340.847144829339,9.84808977741188,"Midwest"
"314","IL",2012,"Illinois",576,12883029,"Firearm",0,1,1,8.97,2.1938856760707,9.05,45503,353.201098903061,52786,409.732835344856,2.3549,49348,383.046564592845,9.75056103197281,"Midwest"
"315","IL",2017,"Illinois",831,12779893,"Firearm",0,1,0,12.07,2.49072303510944,4.95,35310,276.293393066749,54794,428.751633523066,2.3813,40703,318.492494420728,9.30699591543137,"Midwest"
"316","IN",2006,"Indiana",271,6332669,"Firearm",0,0,0,11.63,2.45358796653057,5,15934,251.615866864351,19942,314.906716267659,1.9973,23611,372.844372570239,10.0861737760177,"Midwest"
"317","IN",2003,"Indiana",118,6196638,"Firearm",0,0,0,11.19,2.41502052232383,5.275,17330,279.667781141968,21504,347.026887805936,1.9592,20693,333.939145710948,10.3170622521438,"Midwest"
"318","IN",2002,"Indiana",67,6155967,"Firearm",0,0,0,11.68,2.45787797740008,5.19166666666667,17292,280.898191949372,21639,351.512605574396,1.9283,19506,316.863297025471,10.2651135069438,"Midwest"
"319","IN",2018,"Indiana",883,6698481,"Firearm",0,0,0,14.69,2.68716699018579,3.43333333333333,12131,181.100760008127,24591,367.113081309031,2.1477,26562,396.537662792505,9.84198783152319,"Midwest"
"320","IN",2010,"Indiana",475,6484050,"Firearm",0,0,0,10.82,2.38139627341834,10.0833333333333,15577,240.235655184645,20715,319.476253267634,2.0309,24456,377.171675110463,10.037482867088,"Midwest"
"321","IN",2011,"Indiana",526,6517250,"Firearm",0,0,0,9.7,2.27212588550934,8.90833333333333,15943,244.627718746404,21313,327.024435152864,2.0221,24450,375.15823391768,10.1089567941701,"Midwest"
"322","IN",2008,"Indiana",373,6424806,"Firearm",0,0,0,11.24,2.41947884446554,5.94166666666667,15877,247.12030215387,21203,330.01774683936,2.0786,23750,369.660967194963,10.0165359078546,"Midwest"
"323","IN",2007,"Indiana",322,6379599,"Firearm",0,0,0,10.5,2.35137525716348,4.625,16163,253.354481998006,20960,328.547295841008,2.0892,23454,367.640662054151,9.99293215764815,"Midwest"
"324","IN",2017,"Indiana",832,6662068,"Firearm",0,0,0,15.2,2.72129542785223,3.49166666666667,8783,131.83594043171,25894,388.678110160389,2.114,25773,386.861857309172,9.86998049587283,"Midwest"
"325","IN",2005,"Indiana",220,6278616,"Firearm",0,0,0,11.11,2.40784560365154,5.39166666666667,16460,262.159686147393,19946,317.681476299872,2.0122,22645,360.668656914199,10.1880573680569,"Midwest"
"326","IN",2021,"Indiana",1036,6805985,"Firearm",NA,NA,NA,18.4,2.91235066461494,3.89166666666667,6878,101.058112822758,22171,325.757403226719,2.3177,22918,336.73303717243,NA,"Midwest"
"327","IN",2004,"Indiana",169,6233007,"Firearm",0,0,0,10.22,2.32434658477556,5.4,17109,274.490306203731,19978,320.519453932909,2.0095,21343,342.41899616028,10.3046892134086,"Midwest"
