Year,State.no,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1994,33,1,4191269,1722612,907012,18992,1,805989,21373,1,.,374,1567535
1994,33,2,3398000,438342,907012,4833,1,805989,5439,1,.,110,373780
1994,33,3,35198000,1583910,907012,17463,1,805989,19652,1,.,46,1619108
1994,33,4,.,3744864,907012,41288,1,805989,46463,1,.,.,3560423
1994,34,1,12437621,5111862,6455189,7919,3,5760893,8873,3,.,375,4664108
1994,34,2,21643848,2792056,6455189,4325,2,5760893,4847,2,.,109,2359179
1994,34,3,149770236,6739661,6455189,10441,10,5760893,11699,10,.,47,7039201
1994,34,4,.,14643579,6455189,22685,5,5760893,25419,5,.,.,14062488
1994,35,1,1885131,774789,1292978,5992,7,1111428,6971,7,.,379,714465
1994,35,2,1870000,241230,1292978,1866,7,1111428,2170,7,.,106,198220
1994,35,3,41971000,1888695,1292978,14607,2,1111428,16993,2,.,45,1888695
1994,35,4,.,2904714,1292978,22465,5,1111428,26135,5,.,.,2801380
1994,36,1,21663473,8903687,14820194,6008,7,13146219,6773,7,.,381,8253783
1994,36,2,39805000,5134845,14820194,3465,4,13146219,3906,4,.,109,4338745
1994,36,3,324105000,14584725,14820194,9841,10,13146219,11094,10,.,47,15232935
1994,36,4,.,28623257,14820194,19314,8,13146219,21773,8,.,.,27825463
1994,37,1,7692018,3161419,5814864,5437,8,5136031,6155,8,.,393,3022963
1994,37,2,9515000,1227435,5814864,2111,6,5136031,2390,6,.,117,1113255
1994,37,3,147309000,6628905,5814864,11400,8,5136031,12907,8,.,46,6776214
1994,37,4,.,11017759,5814864,18948,8,5136031,21452,8,.,.,10912432
1994,38,1,975839,401070,512473,7826,3,443329,9047,3,.,371,362036
1994,38,2,597187,77037,512473,1503,8,443329,1738,8,.,105,62705
1994,38,3,15799795,710991,512473,13874,4,443329,16038,3,.,46,726791
1994,38,4,.,1189098,512473,23203,4,443329,26822,3,.,.,1151532
1994,39,1,8127414,3340367,8912086,3748,10,7823111,4270,10,.,350,2844595
1994,39,2,11291896,1456655,8912086,1634,8,7823111,1862,8,.,113,1275984
1994,39,3,259044843,11657018,8912086,13080,5,7823111,14901,5,.,46,11916063
1994,39,4,.,16454040,8912086,18463,9,7823111,21033,9,.,.,16036642
1994,40,1,3182541,1308024,2600777,5029,9,2259635,5789,9,.,391,1244374
1994,40,2,2543000,328047,2600777,1261,9,2259635,1452,9,.,115,292445
1994,40,3,66504000,2992680,2600777,11507,8,2259635,13244,8,.,45,2992680
1994,40,4,.,4628751,2600777,17798,9,2259635,20485,9,.,.,4529499
1994,41,1,3778425,1552933,2506304,6196,7,2206120,7039,7,.,389,1469807
1994,41,2,7127837,919491,2506304,3669,3,2206120,4168,3,.,108,769806
1994,41,3,68276268,3072432,2506304,12259,6,2206120,13927,6,.,48,3277261
1994,41,4,.,5544856,2506304,22124,6,2206120,25134,6,.,.,5516874
1994,42,1,11246538,4622327,9869894,4683,9,8766474,5273,10,.,373,4194959
1994,42,2,13478922,1738781,9869894,1762,8,8766474,1983,8,.,113,1523118
1994,42,3,281581000,12671145,9869894,12838,5,8766474,14454,6,.,46,12952726
1994,42,4,.,19032253,9869894,19283,8,8766474,21710,8,.,.,18670803
1994,44,1,1319021,542118,826000,6563,6,736886,7357,6,.,360,474848
1994,44,2,2462440,317655,826000,3846,3,736886,4311,3,.,109,268406
1994,44,3,22540755,1014334,826000,12280,6,736886,13765,6,.,46,1036875
1994,44,4,.,1874107,826000,22689,5,736886,25433,5,.,.,1780129
1994,45,1,5310337,2182549,2951896,7394,4,2570129,8492,4,.,391,2076342
1994,45,2,3871000,499359,2951896,1692,8,2570129,1943,8,.,105,406455
1994,45,3,90604000,4077180,2951896,13812,4,2570129,15864,4,.,46,4167784
1994,45,4,.,6759088,2951896,22897,4,2570129,26299,4,.,.,6650581
1994,46,1,1011564,415753,570240,7291,4,490573,8475,4,.,367,371244
1994,46,2,547000,70563,570240,1237,9,490573,1438,9,.,112,61264
1994,46,3,17530000,788850,570240,13834,4,490573,16080,3,.,46,806380
1994,46,4,.,1275166,570240,22362,5,490573,25993,5,.,.,1238888
1994,47,1,5436970,2234595,4216696,5299,8,3702477,6035,8,.,373,2027990
1994,47,2,4874000,628746,4216696,1491,9,3702477,1698,9,.,107,521518
1994,47,3,111033000,4996485,4216696,11849,7,3702477,13495,7,.,46,5107518
1994,47,4,.,7859826,4216696,18640,9,3702477,21229,9,.,.,7657026
1994,48,1,17919880,7365071,14362267,5128,9,12416638,5932,9,.,394,7060433
1994,48,2,21849760,2818619,14362267,1963,7,12416638,2270,7,.,104,2272375
1994,48,3,510670806,22980186,14362267,16000,1,12416638,18508,1,.,46,23490857
1994,48,4,.,33163876,14362267,23091,4,12416638,26709,4,.,.,32823665
1994,49,1,1353542,556306,1448738,3840,10,1178198,4722,10,.,354,479154
1994,49,2,1011000,130419,1448738,900,10,1178198,1107,10,.,108,109188
1994,49,3,24558000,1105110,1448738,7628,10,1178198,9380,10,.,46,1129668
1994,49,4,.,1791835,1448738,12368,10,1178198,15208,10,.,.,1718010
1994,50,1,843158,346538,465423,7446,4,410144,8449,5,.,377,317871
1994,50,2,1512746,195144,465423,4193,2,410144,4758,2,.,106,160351
1994,50,3,13818032,621811,465423,13360,5,410144,15161,5,.,46,635629
1994,50,4,.,1163493,465423,24999,3,410144,28368,3,.,.,1113851
1994,51,1,6649733,2733040,5307673,5149,9,4699657,5815,9,.,390,2593396
1994,51,2,11062000,1426998,5307673,2689,5,4699657,3036,5,.,104,1150448
1994,51,3,141893000,6385185,5307673,12030,7,4699657,13586,7,.,46,6527078
1994,51,4,.,10545223,5307673,19868,8,4699657,22438,8,.,.,10270922
1994,53,1,6774473,2784308,4264612,6529,6,3758246,7409,6,.,388,2628496
1994,53,2,12980410,1674473,4264612,3926,2,3758246,4455,2,.,107,1388904
1994,53,3,111981845,5039183,4264612,11816,7,3758246,13408,7,.,48,5375129
1994,53,4,.,9497964,4264612,22272,6,3758246,25272,6,.,.,9392529
1994,54,1,1431329,588276,1502511,3915,10,1308246,4497,10,.,390,558218
1994,54,2,943228,121676,1502511,810,10,1308246,930,10,.,107,100925
1994,54,3,39025795,1756161,1502511,11688,7,1308246,13424,7,.,46,1795187
1994,54,4,.,2466113,1502511,16413,10,1308246,18851,10,.,.,2454330
1994,55,1,9056477,3722212,4087080,9107,2,3575618,10410,2,.,372,3369009
1994,55,2,7067926,911762,4087080,2231,6,3575618,2550,6,.,109,770404
1994,55,3,143946631,6477598,4087080,15849,1,3575618,18116,1,.,47,6765492
1994,55,4,.,11111572,4087080,27187,2,3575618,31076,2,.,.,10904905
1994,56,1,758618,311792,375768,8297,2,320465,9729,2,.,371,281447
1994,56,2,527356,68029,375768,1810,7,320465,2123,7,.,106,55900
1994,56,3,11887615,534943,375768,14236,3,320465,16693,2,.,46,546830
1994,56,4,.,914764,375768,24344,3,320465,28545,2,.,.,884177
1994,91,1,68249786,28050662,41965070,6684,.,37348091,7511,.,.,375,25593670
1994,91,2,110269605,14224779,41965070,3390,.,37348091,3809,.,.,109,12019387
1994,91,3,1035983257,46619246,41965070,11109,.,37348091,12482,.,.,46,47655230
1994,91,4,.,88894687,41965070,21183,.,37348091,23802,.,.,.,85268287
1994,92,1,75098754,30865588,49319874,6258,.,43202705,7144,.,.,366,27486144
1994,92,2,82447815,10635768,49319874,2156,.,43202705,2462,.,.,110,9069260
1994,92,3,1427557604,64240091,49319874,13025,.,43202705,14869,.,.,47,67095207
1994,92,4,.,105741447,49319874,21440,.,43202705,24476,.,.,.,103650611
1994,93,1,113526480,46659384,73099561,6383,.,64099346,7279,.,.,382,43367115
1994,93,2,122397581,15789287,73099561,2160,.,64099346,2463,.,.,108,13218939
1994,93,3,2126958896,95713150,73099561,13094,.,64099346,14932,.,.,46,97840109
1994,93,4,.,158161821,73099561,21636,.,64099346,24674,.,.,.,154426163
1994,94,1,75868185,31181824,44748566,6968,.,39258543,7943,.,.,376,28526438
1994,94,2,141784179,18290159,44748566,4087,.,39258543,4659,.,.,108,15312691
1994,94,3,1197729230,53897817,44748566,12045,.,39258543,13729,.,.,46,55095545
1994,94,4,.,103369800,44748566,23100,.,39258543,26331,.,.,.,98934674
1994,99,1,332743205,136757458,209133071,6539,.,183908685,7436,.,.,375,124778702
1994,99,2,456899180,58939993,209133071,2818,.,183908685,3205,.,.,109,49802011
1994,99,3,5788228987,260470304,209133071,12455,.,183908685,14163,.,.,46,266258533
1994,99,4,.,456167755,209133071,21812,.,183908685,24804,.,.,.,440839246
1995,1,1,4424770,1818580,3446014,5277,8,2994828,6072,8,.,393,1738934
1995,1,2,4260083,549551,3446014,1595,8,2994828,1835,8,.,107,455829
1995,1,3,86990643,3914579,3446014,11360,8,2994828,13071,7,.,46,4001570
1995,1,4,.,6282710,3446014,18232,9,2994828,20979,9,.,.,6196333
1995,2,1,1132730,465552,456883,10190,1,395014,11786,1,.,359,406650
1995,2,2,1380081,178030,456883,3897,3,395014,4507,3,.,110,151809
1995,2,3,14752027,663841,456883,14530,2,395014,16806,2,.,47,693345
1995,2,4,.,1307424,456883,28616,1,395014,33098,1,.,.,1251804
1995,4,1,5795407,2381912,3504095,6798,5,3076472,7742,5,.,383,2219641
1995,4,2,7768525,1002140,3504095,2860,5,3076472,3257,4,.,105,815695
1995,4,3,114449484,5150227,3504095,14698,2,3076472,16741,2,.,46,5264676
1995,4,4,.,8534279,3504095,24355,3,3076472,27740,3,.,.,8300012
1995,5,1,2504023,1029153,2024437,5084,9,1755712,5862,8,.,369,923985
1995,5,2,1700133,219317,2024437,1083,10,1755712,1249,10,.,111,188715
1995,5,3,47833000,2152485,2024437,10633,9,1755712,12260,9,.,46,2200318
1995,5,4,.,3400955,2024437,16800,10,1755712,19371,10,.,.,3313018
1995,6,1,37875763,15566939,24521202,6348,6,21556851,7221,6,.,380,14392790
1995,6,2,86633806,11175761,24521202,4558,1,21556851,5184,1,.,108,9356451
1995,6,3,624836000,28117620,24521202,11467,7,21556851,13043,8,.,46,28742456
1995,6,4,.,54860320,24521202,22373,5,21556851,25449,5,.,.,52491697
1995,8,1,5797861,2382921,3052882,7805,3,2690652,8856,3,.,376,2179996
1995,8,2,8189367,1056428,3052882,3460,3,2690652,3926,3,.,104,851694
1995,8,3,90991648,4094624,3052882,13412,4,2690652,15218,4,.,46,4185616
1995,8,4,.,7533973,3052882,24678,2,2690652,28001,2,.,.,7217306
1995,9,1,5108033,2099402,2678299,7839,3,2400044,8747,3,.,374,1910404
1995,9,2,9549043,1231827,2678299,4599,1,2400044,5133,1,.,107,1021748
1995,9,3,57040000,2566800,2678299,9584,10,2400044,10695,10,.,46,2623840
1995,9,4,.,5898029,2678299,22022,5,2400044,24575,6,.,.,5555992
1995,10,1,1317387,541446,586536,9231,1,519150,10429,1,.,377,496655
1995,10,2,1795816,231660,586536,3950,3,519150,4462,3,.,107,192152
1995,10,3,17004182,765188,586536,13046,5,519150,14739,5,.,46,782192
1995,10,4,.,1538295,586536,26227,2,519150,29631,2,.,.,1470999
1995,11,1,1774725,729412,480442,15182,1,435046,16766,1,.,389,690368
1995,11,2,2879764,371490,480442,7732,1,435046,8539,1,.,110,316774
1995,11,3,15934000,717030,480442,14924,2,435046,16482,2,.,46,732964
1995,11,4,.,1817932,480442,37839,1,435046,41787,1,.,.,1740106
1995,12,1,23610007,9703713,11876782,8170,2,10665982,9098,2,.,385,9089853
1995,12,2,31838470,4107163,11876782,3458,4,10665982,3851,4,.,106,3374878
1995,12,3,354202291,15939103,11876782,13420,4,10665982,14944,4,.,46,16293305
1995,12,4,.,29749978,11876782,25049,2,10665982,27892,3,.,.,28758036
1995,13,1,9917960,4076282,5805614,7021,4,5066472,8046,4,.,391,3877922
1995,13,2,9386163,1210815,5805614,2086,6,5066472,2390,6,.,106,994933
1995,13,3,156023000,7021035,5805614,12094,6,5066472,13858,6,.,46,7177058
1995,13,4,.,12308132,5805614,21200,6,5066472,24293,6,.,.,12049913
1995,15,1,1316047,540895,951332,5686,7,838859,6448,7,.,385,506678
1995,15,2,2523280,325503,951332,3422,4,838859,3880,4,.,104,262421
1995,15,3,29734105,1338035,951332,14065,3,838859,15951,3,.,46,1367769
1995,15,4,.,2204433,951332,23172,4,838859,26279,4,.,.,2136868
1995,16,1,1199438,492969,913178,5398,8,769989,6402,7,.,378,453388
1995,16,2,2093423,270052,913178,2957,4,769989,3507,4,.,105,219809
1995,16,3,23932000,1076940,913178,11793,7,769989,13986,6,.,46,1100872
1995,16,4,.,1839961,913178,20149,7,769989,23896,7,.,.,1774069
1995,17,1,15312268,6293342,9537834,6598,5,8368205,7521,5,.,369,5650227
1995,17,2,24411473,3149080,9537834,3302,4,8368205,3763,4,.,112,2734085
1995,17,3,276296587,12433346,9537834,13036,5,8368205,14858,5,.,47,12985940
1995,17,4,.,21875768,9537834,22936,4,8368205,26142,4,.,.,21370252
1995,18,1,6628951,2724499,4689494,5810,7,4083157,6673,7,.,373,2472599
1995,18,2,7414008,956407,4689494,2039,6,4083157,2342,6,.,107,793299
1995,18,3,118420000,5328900,4689494,11363,8,4083157,13051,7,.,46,5447320
1995,18,4,.,9009806,4689494,19213,8,4083157,22066,8,.,.,8713218
1995,19,1,2451439,1007541,2315030,4352,10,2014744,5001,10,.,365,894775
1995,19,2,1935606,249693,2315030,1079,10,2014744,1239,10,.,103,199367
1995,19,3,64822749,2917024,2315030,12600,6,2014744,14478,6,.,46,2981846
1995,19,4,.,4174258,2315030,18031,9,2014744,20719,9,.,.,4075988
1995,20,1,2494987,1025440,2063093,4970,9,1795697,5711,9,.,377,940610
1995,20,2,1855404,239347,2063093,1160,9,1795697,1333,9,.,102,189251
1995,20,3,47895000,2155275,2063093,10447,10,1795697,12002,9,.,45,2155275
1995,20,4,.,3420062,2063093,16577,10,1795697,19046,10,.,.,3285136
1995,21,1,4131419,1698013,3136981,5413,8,2729718,6220,8,.,377,1557545
1995,21,2,2743040,353852,3136981,1128,10,2729718,1296,10,.,106,290762
1995,21,3,73842000,3322890,3136981,10593,9,2729718,12173,9,.,46,3396732
1995,21,4,.,5374755,3136981,17134,9,2729718,19690,9,.,.,5245039
1995,22,1,6112543,2512255,3418709,7349,4,2925880,8586,4,.,369,2255528
1995,22,2,5680952,732843,3418709,2144,6,2925880,2505,6,.,115,653309
1995,22,3,114452000,5150340,3418709,15065,2,2925880,17603,2,.,46,5264792
1995,22,4,.,8395438,3418709,24557,2,2925880,28694,2,.,.,8173629
1995,23,1,1720749,707228,1004602,7040,4,886543,7977,4,.,375,645281
1995,23,2,2149302,277260,1004602,2760,5,886543,3127,5,.,106,227826
1995,23,3,25451000,1145295,1004602,11400,8,886543,12919,8,.,46,1170746
1995,23,4,.,2129783,1004602,21200,6,886543,24023,7,.,.,2043853
1995,24,1,7300838,3000644,4030876,7444,4,3589462,8360,4,.,387,2825424
1995,24,2,8731208,1126326,4030876,2794,5,3589462,3138,5,.,108,942970
1995,24,3,95399758,4292989,4030876,10650,9,3589462,11960,10,.,46,4388389
1995,24,4,.,8419959,4030876,20889,7,3589462,23457,7,.,.,8156783
1995,25,1,9456057,3886439,4981425,7802,3,4465590,8703,3,.,368,3479829
1995,25,2,17127266,2209417,4981425,4435,2,4465590,4948,2,.,109,1866872
1995,25,3,124578272,5606022,4981425,11254,8,4465590,12554,9,.,46,5730601
1995,25,4,.,11701879,4981425,23491,3,4465590,26205,4,.,.,11077302
1995,26,1,12426441,5107267,7679955,6650,5,6719806,7600,5,.,381,4734474
1995,26,2,11475382,1480324,7679955,1928,7,6719806,2203,7,.,110,1262292
1995,26,3,205396638,9242849,7679955,12035,6,6719806,13755,6,.,46,9448245
1995,26,4,.,15830440,7679955,20613,7,6719806,23558,7,.,.,15445011
1995,27,1,7424162,3051330,3692009,8265,2,3229582,9448,2,.,379,2813757
1995,27,2,7298685,941530,3692009,2550,5,3229582,2915,5,.,104,759063
1995,27,3,106175000,4777875,3692009,12941,5,3229582,14794,5,.,47,4990225
1995,27,4,.,8770735,3692009,23756,3,3229582,27157,3,.,.,8563045
1995,28,1,3193588,1312565,2137625,6140,6,1819337,7215,6,.,385,1229531
1995,28,2,1632604,210606,2137625,985,10,1819337,1158,10,.,114,186117
1995,28,3,65255000,2936475,2137625,13737,3,1819337,16140,3,.,46,3001730
1995,28,4,.,4459646,2137625,20863,7,1819337,24512,6,.,.,4417378
1995,29,1,6505579,2673793,4299763,6218,6,3765089,7102,6,.,370,2407064
1995,29,2,6772076,873598,4299763,2032,7,3765089,2320,7,.,110,744928
1995,29,3,125303390,5638653,4299763,13114,4,3765089,14976,4,.,46,5763956
1995,29,4,.,9186043,4299763,21364,6,3765089,24398,6,.,.,8915948
1995,30,1,1327293,545517,696760,7829,3,601826,9064,2,.,383,508353
1995,30,2,1326580,171129,696760,2456,5,601826,2843,5,.,106,140617
1995,30,3,23498000,1057410,696760,15176,2,601826,17570,2,.,47,1104406
1995,30,4,.,1774056,696760,25462,2,601826,29478,2,.,.,1753376
1995,31,1,1826046,750505,1314690,5709,7,1140907,6578,7,.,374,682941
1995,31,2,1892134,244085,1314690,1857,7,1140907,2139,7,.,108,204350
1995,31,3,39341405,1770363,1314690,13466,3,1140907,15517,4,.,46,1809705
1995,31,4,.,2764953,1314690,21031,7,1140907,24235,7,.,.,2696996
1995,32,1,4283426,1760488,1263958,13928,1,1130765,15569,1,.,381,1631985
1995,32,2,5682632,733060,1263958,5800,1,1130765,6483,1,.,110,625090
1995,32,3,52519569,2363381,1263958,18698,1,1130765,20901,1,.,46,2415900
1995,32,4,.,4856928,1263958,38426,1,1130765,42953,1,.,.,4672975
1995,33,1,4008344,1647429,921543,17877,1,817409,20154,1,.,379,1519162
1995,33,2,3545075,457315,921543,4962,1,817409,5595,1,.,109,386413
1995,33,3,35526000,1598670,921543,17348,1,817409,19558,1,.,46,1634196
1995,33,4,.,3703414,921543,40187,1,817409,45307,1,.,.,3539771
1995,34,1,12485019,5131343,6500960,7893,2,5800836,8846,3,.,377,4706852
1995,34,2,21943848,2830756,6500960,4354,2,5800836,4880,2,.,108,2369936
1995,34,3,152706000,6871770,6500960,10570,10,5800836,11846,10,.,47,7177182
1995,34,4,.,14833869,6500960,22818,4,5800836,25572,5,.,.,14253970
1995,35,1,1941057,797775,1327970,6007,6,1140008,6998,6,.,383,743425
1995,35,2,2456072,316833,1327970,2386,6,1140008,2779,6,.,106,260344
1995,35,3,46124041,2075582,1327970,15630,1,1140008,18207,1,.,45,2075582
1995,35,4,.,3190190,1327970,24023,3,1140008,27984,2,.,.,3079351
1995,36,1,20418222,8391889,14852385,5650,7,13156818,6378,8,.,383,7820179
1995,36,2,44198476,5701603,14852385,3839,3,13156818,4334,3,.,108,4773435
1995,36,3,330708000,14881860,14852385,10020,10,13156818,11311,10,.,47,15543276
1995,36,4,.,28975352,14852385,19509,8,13156818,22023,8,.,.,28136890
1995,37,1,7624468,3133656,5944579,5271,8,5251469,5967,8,.,392,2988792
1995,37,2,9874090,1273758,5944579,2143,6,5251469,2426,6,.,115,1135520
1995,37,3,148459000,6680655,5944579,11238,8,5251469,12721,8,.,46,6829114
1995,37,4,.,11088069,5944579,18652,9,5251469,21114,9,.,.,10953426
1995,38,1,972812,399826,517421,7727,3,446098,8963,3,.,374,363832
1995,38,2,622142,80256,517421,1551,8,446098,1799,8,.,105,65325
1995,38,3,15592236,701651,517421,13561,3,446098,15729,3,.,46,717243
1995,38,4,.,1181733,517421,22839,4,446098,26490,4,.,.,1146400
1995,39,1,9384475,3857019,8968629,4301,10,7863716,4905,10,.,360,3378411
1995,39,2,11902361,1535405,8968629,1712,8,7863716,1953,8,.,112,1333064
1995,39,3,257517000,11588265,8968629,12921,5,7863716,14736,5,.,46,11845782
1995,39,4,.,16980689,8968629,18933,8,7863716,21594,8,.,.,16557257
1995,40,1,2815143,1157024,2627430,4404,10,2277579,5080,9,.,391,1100721
1995,40,2,2405818,310350,2627430,1181,9,2277579,1363,9,.,114,274263
1995,40,3,64241114,2890850,2627430,11003,9,2277579,12693,9,.,45,2890850
1995,40,4,.,4358224,2627430,16587,10,2277579,19135,10,.,.,4265834
1995,41,1,3709192,1524478,2562195,5950,7,2250339,6774,7,.,389,1442876
1995,41,2,8342891,1076233,2562195,4200,2,2250339,4783,2,.,107,892689
1995,41,3,69157519,3112088,2562195,12146,6,2250339,13829,6,.,47,3250403
1995,41,4,.,5712799,2562195,22297,5,2250339,25386,5,.,.,5585968
1995,42,1,10853153,4460646,9903602,4504,9,8783567,5078,10,.,376,4080785
1995,42,2,13086510,1688160,9903602,1705,8,8783567,1922,8,.,112,1465689
1995,42,3,276644000,12448980,9903602,12570,6,8783567,14173,6,.,46,12725624
1995,42,4,.,18597786,9903602,18779,8,8783567,21173,8,.,.,18272098
1995,44,1,1266944,520714,826563,6300,6,735333,7081,6,.,367,464969
1995,44,2,2412525,311216,826563,3765,3,735333,4232,3,.,108,260553
1995,44,3,21731000,977895,826563,11831,6,735333,13299,7,.,46,999626
1995,44,4,.,1809825,826563,21896,6,735333,24612,6,.,.,1725148
1995,45,1,4937306,2029233,2992520,6781,5,2605124,7789,5,.,394,1945299
1995,45,2,4416542,569734,2992520,1904,7,2605124,2187,7,.,104,459320
1995,45,3,88443000,3979935,2992520,13300,4,2605124,15277,4,.,46,4068378
1995,45,4,.,6578902,2992520,21984,6,2605124,25254,5,.,.,6472997
1995,46,1,1035013,425390,579382,7342,4,496841,8562,4,.,380,393305
1995,46,2,551414,71132,579382,1228,9,496841,1432,9,.,111,61207
1995,46,3,17360000,781200,579382,13483,3,496841,15723,3,.,46,798560
1995,46,4,.,1277722,579382,22053,5,496841,25717,5,.,.,1253072
1995,47,1,5369402,2206824,4298164,5134,8,3773192,5849,9,.,382,2051112
1995,47,2,4861193,627094,4298164,1459,9,3773192,1662,9,.,106,515286
1995,47,3,111693000,5026185,4298164,11694,7,3773192,13321,7,.,46,5137878
1995,47,4,.,7860103,4298164,18287,9,3773192,20831,9,.,.,7704276
1995,48,1,17780114,7307627,14706475,4969,9,12697976,5755,9,.,395,7023145
1995,48,2,22219674,2866338,14706475,1949,7,12697976,2257,7,.,105,2333066
1995,48,3,515778000,23210010,14706475,15782,1,12697976,18279,1,.,46,23725788
1995,48,4,.,33383975,14706475,22700,5,12697976,26291,4,.,.,33081999
1995,49,1,1355327,557040,1500423,3713,10,1216440,4579,10,.,330,447258
1995,49,2,1331573,171773,1500423,1145,9,1216440,1412,9,.,107,142478
1995,49,3,23622000,1062990,1500423,7085,10,1216440,8739,10,.,46,1086612
1995,49,4,.,1791803,1500423,11942,10,1216440,14730,10,.,.,1676348
1995,50,1,756952,311107,470999,6605,5,413946,7516,5,.,380,287642
1995,50,2,1513238,195208,470999,4145,2,413946,4716,2,.,106,160403
1995,50,3,13361000,601245,470999,12765,5,413946,14525,5,.,46,614606
1995,50,4,.,1107560,470999,23515,3,413946,26756,3,.,.,1062651
1995,51,1,6586364,2706996,5373484,5038,9,4754854,5693,9,.,383,2522578
1995,51,2,12005320,1548686,5373484,2882,4,4754854,3257,5,.,104,1248553
1995,51,3,137640000,6193800,5373484,11527,7,4754854,13026,8,.,46,6331440
1995,51,4,.,10449482,5373484,19446,8,4754854,21976,8,.,.,10102571
1995,53,1,6668732,2740849,4362242,6283,6,3836037,7145,6,.,389,2594137
1995,53,2,13502716,1741850,4362242,3993,2,3836037,4541,2,.,106,1431288
1995,53,3,113584000,5111280,4362242,11717,7,3836037,13324,7,.,48,5452032
1995,53,4,.,9593979,4362242,21993,6,3836037,25010,6,.,.,9477457
1995,54,1,1382006,568005,1505545,3773,10,1311179,4332,10,.,392,541746
1995,54,2,991784,127940,1505545,850,10,1311179,976,10,.,106,105129
